#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#datetime:,03/07/2013,14:19:00,0.009773844,-,car,step-in,-,6s,(angular,velocity).
##########################################,"-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#activity:,8,-,csi,-,car,step-in,-,6s,(angular,velocity).
#subject,id:,10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#first,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#last,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#age:,26,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#height(cm):,170,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#weight(kg):,90,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#gender:,female,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3542987062000,","0.8042041,","-0.269697,",0.06627888,-,car,step-in,-,6s,(angular,velocity).
"3542992094000,","0.82253003,","-0.24831672,",0.018936822,-,car,step-in,-,6s,(angular,velocity).
"3542997120000,","0.8381071,","-0.2406809,",-0.037873644,-,car,step-in,-,6s,(angular,velocity).
"3543002262000,","0.8530733,","-0.22693644,",-0.087659165,-,car,step-in,-,6s,(angular,velocity).
"3543007095000,","0.8579602,","-0.19853121,",-0.14355333,-,car,step-in,-,6s,(angular,velocity).
"3543012042000,","0.86132,","-0.17470746,",-0.21655174,-,car,step-in,-,6s,(angular,velocity).
"3543017162000,","0.8564331,","-0.14049901,",-0.27580565,-,car,step-in,-,6s,(angular,velocity).
"3543022040000,","0.8417723,","-0.10842858,",-0.33292156,-,car,step-in,-,6s,(angular,velocity).
"3543027063000,","0.82772243,","-0.076358154,",-0.37873647,-,car,step-in,-,6s,(angular,velocity).
"3543032008000,","0.79320854,","-0.03940081,",-0.42943826,-,car,step-in,-,6s,(angular,velocity).
"3543037050000,","0.75961095,","-0.01038471,",-0.48288897,-,car,step-in,-,6s,(angular,velocity).
"3543042066000,","0.7290677,","0.04184427,",-0.5314528,-,car,step-in,-,6s,(angular,velocity).
"3543047144000,","0.70616025,","0.07849618,",-0.57451874,-,car,step-in,-,6s,(angular,velocity).
"3543052085000,","0.68233645,","0.105374254,",-0.61208695,-,car,step-in,-,6s,(angular,velocity).
"3543057052000,","0.66737026,","0.1301143,",-0.6462954,-,car,step-in,-,6s,(angular,velocity).
"3543062080000,","0.6759224,","0.1572978,",-0.69058317,-,car,step-in,-,6s,(angular,velocity).
"3543067259000,","0.68783426,","0.15699236,",-0.73945236,-,car,step-in,-,6s,(angular,velocity).
"3543072029000,","0.6835582,","0.16126843,",-0.7657196,-,car,step-in,-,6s,(angular,velocity).
"3543077053000,","0.68752885,","0.16768251,",-0.81245077,-,car,step-in,-,6s,(angular,velocity).
"3543082048000,","0.6973027,","0.16798794,",-0.8573494,-,car,step-in,-,6s,(angular,velocity).
"3543087050000,","0.72234815,","0.16401732,",-0.8933904,-,car,step-in,-,6s,(angular,velocity).
"3543092105000,","0.74067414,","0.16065755,",-0.94042706,-,car,step-in,-,6s,(angular,velocity).
"3543097055000,","0.75808376,","0.1328632,",-0.9822713,-,car,step-in,-,6s,(angular,velocity).
"3543102059000,","0.7657196,","0.11148291,",-1.0085385,-,car,step-in,-,6s,(angular,velocity).
"3543107229000,","0.79290307,","0.08827003,",-1.0369438,-,car,step-in,-,6s,(angular,velocity).
"3543112051000,","0.7987063,","0.05009095,",-1.0589349,-,car,step-in,-,6s,(angular,velocity).
"3543117085000,","0.8151997,","0.015271631,",-1.0855075,-,car,step-in,-,6s,(angular,velocity).
"3543122070000,","0.8194757,","-0.026572637,",-1.133155,-,car,step-in,-,6s,(angular,velocity).
"3543127061000,","0.84391034,","-0.03390302,",-1.1392636,-,car,step-in,-,6s,(angular,velocity).
"3543132054000,","0.83016586,","-0.04520403,",-1.1539245,-,car,step-in,-,6s,(angular,velocity).
"3543137046000,","0.8060367,","-0.07360926,",-1.1835514,-,car,step-in,-,6s,(angular,velocity).
"3543142077000,","0.7846564,","-0.08002335,",-1.20371,-,car,step-in,-,6s,(angular,velocity).
"3543147158000,","0.75655663,","-0.102319926,",-1.2205088,-,car,step-in,-,6s,(angular,velocity).
"3543152052000,","0.73273283,","-0.10598512,",-1.2501358,-,car,step-in,-,6s,(angular,velocity).
"3543157055000,","0.7058548,","-0.12095132,",-1.2797627,-,car,step-in,-,6s,(angular,velocity).
"3543162034000,","0.68569624,","-0.07666359,",-1.29198,-,car,step-in,-,6s,(angular,velocity).
"3543167096000,","0.6542367,","-0.052534413,",-1.2925909,-,car,step-in,-,6s,(angular,velocity).
"3543172060000,","0.6441574,","0.013744468,",-1.3002267,-,car,step-in,-,6s,(angular,velocity).
"3543177088000,","0.6102544,","0.06688975,",-1.31672,-,car,step-in,-,6s,(angular,velocity).
"3543182090000,","0.5647449,","0.103847094,",-1.3075571,-,car,step-in,-,6s,(angular,velocity).
"3543187089000,","0.5323691,","0.13836098,",-1.2794572,-,car,step-in,-,6s,(angular,velocity).
"3543192109000,","0.5128214,","0.17898351,",-1.2657127,-,car,step-in,-,6s,(angular,velocity).
"3543197047000,","0.49480084,","0.21197024,",-1.2629639,-,car,step-in,-,6s,(angular,velocity).
"3543202071000,","0.49602258,","0.2501493,",-1.2403619,-,car,step-in,-,6s,(angular,velocity).
"3543207049000,","0.5158757,","0.30787608,",-1.2202033,-,car,step-in,-,6s,(angular,velocity).
"3543212056000,","0.5329799,","0.33505958,",-1.2070698,-,car,step-in,-,6s,(angular,velocity).
"3543217114000,","0.5656612,","0.33078352,",-1.1985176,-,car,step-in,-,6s,(angular,velocity).
"3543222090000,","0.5873469,","0.26939157,",-1.1905763,-,car,step-in,-,6s,(angular,velocity).
"3543227063000,","0.61422503,","0.19211712,",-1.16492,-,car,step-in,-,6s,(angular,velocity).
"3543232055000,","0.63804877,","0.116675265,",-1.1414018,-,car,step-in,-,6s,(angular,velocity).
"3543237048000,","0.64476824,","0.033292156,",-1.1172725,-,car,step-in,-,6s,(angular,velocity).
"3543242081000,","0.6267477,","-0.043066,",-1.0845913,-,car,step-in,-,6s,(angular,velocity).
"3543247038000,","0.6123924,","-0.090713486,",-1.0482447,-,car,step-in,-,6s,(angular,velocity).
"3543252121000,","0.55680364,","-0.1151481,",-0.999681,-,car,step-in,-,6s,(angular,velocity).
"3543257081000,","0.48563787,","-0.098043874,",-0.96944314,-,car,step-in,-,6s,(angular,velocity).
"3543262046000,","0.42271876,","-0.095294975,",-0.9431759,-,car,step-in,-,6s,(angular,velocity).
"3543267098000,","0.3622431,","-0.0888809,",-0.91690874,-,car,step-in,-,6s,(angular,velocity).
"3543272224000,","0.33169982,","-0.06536258,",-0.883922,-,car,step-in,-,6s,(angular,velocity).
"3543277070000,","0.24953845,","-0.059864793,",-0.86620694,-,car,step-in,-,6s,(angular,velocity).
"3543282051000,","0.17837265,","-0.0580322,",-0.8323039,-,car,step-in,-,6s,(angular,velocity).
"3543287068000,","0.115453534,","-0.07727446,",-0.8029824,-,car,step-in,-,6s,(angular,velocity).
"3543292094000,","0.059864793,","-0.092240654,",-0.7806858,-,car,step-in,-,6s,(angular,velocity).
"3543297772000,","0.0067195175,","-0.11759156,",-0.74464476,-,car,step-in,-,6s,(angular,velocity).
"3543302108000,","-0.04550946,","-0.1423316,",-0.713796,-,car,step-in,-,6s,(angular,velocity).
"3543307086000,","-0.071776666,","-0.15393804,",-0.68508536,-,car,step-in,-,6s,(angular,velocity).
"3543312054000,","-0.09682214,","-0.14202617,",-0.66431594,-,car,step-in,-,6s,(angular,velocity).
"3543317066000,","-0.10170906,","-0.11911872,",-0.6469063,-,car,step-in,-,6s,(angular,velocity).
"3543322065000,","-0.093767814,","-0.10293079,",-0.63255095,-,car,step-in,-,6s,(angular,velocity).
"3543327096000,","-0.07941248,","-0.0852157,",-0.61850107,-,car,step-in,-,6s,(angular,velocity).
"3543332074000,","-0.0571159,","-0.065973446,",-0.6026186,-,car,step-in,-,6s,(angular,velocity).
"3543337104000,","-0.034208454,","-0.06719518,",-0.589485,-,car,step-in,-,6s,(angular,velocity).
"3543342067000,","0.0033597588,","-0.070249505,",-0.57696223,-,car,step-in,-,6s,(angular,velocity).
"3543347195000,","0.02076942,","-0.08155051,",-0.5653558,-,car,step-in,-,6s,(angular,velocity).
"3543352085000,","0.040927973,","-0.11209377,",-0.5494733,-,car,step-in,-,6s,(angular,velocity).
"3543357031000,","0.074830994,","-0.1554652,",-0.5348125,-,car,step-in,-,6s,(angular,velocity).
"3543362018000,","0.09468412,","-0.172264,",-0.5369505,-,car,step-in,-,6s,(angular,velocity).
"3543367099000,","0.09712757,","-0.21410827,",-0.5222898,-,car,step-in,-,6s,(angular,velocity).
"3543372083000,","0.11056661,","-0.23304509,",-0.5030475,-,car,step-in,-,6s,(angular,velocity).
"3543377073000,","0.11301007,","-0.26175576,",-0.49357912,-,car,step-in,-,6s,(angular,velocity).
"3543382050000,","0.09712757,","-0.27550024,",-0.48930305,-,car,step-in,-,6s,(angular,velocity).
"3543387053000,","0.07452556,","-0.29871312,",-0.49388456,-,car,step-in,-,6s,(angular,velocity).
"3543392105000,","0.06261369,","-0.310625,",-0.4804455,-,car,step-in,-,6s,(angular,velocity).
"3543397111000,","0.03970624,","-0.30818152,",-0.47525316,-,car,step-in,-,6s,(angular,velocity).
"3543402051000,","0.006414085,","-0.30207285,",-0.48533243,-,car,step-in,-,6s,(angular,velocity).
"3543407043000,","-0.03573562,","-0.31948254,",-0.48747048,-,car,step-in,-,6s,(angular,velocity).
"3543412060000,","-0.058337633,","-0.31856623,",-0.49296826,-,car,step-in,-,6s,(angular,velocity).
"3543417090000,","-0.09407325,","-0.31490102,",-0.49327368,-,car,step-in,-,6s,(angular,velocity).
"3543422046000,","-0.11148291,","-0.3145956,",-0.5131268,-,car,step-in,-,6s,(angular,velocity).
"3543427049000,","-0.11026118,","-0.30482176,",-0.5222898,-,car,step-in,-,6s,(angular,velocity).
"3543432092000,","-0.109650314,","-0.2929099,",-0.5366451,-,car,step-in,-,6s,(angular,velocity).
"3543437057000,","-0.08368854,","-0.28527406,",-0.539394,-,car,step-in,-,6s,(angular,velocity).
"3543442148000,","-0.059864793,","-0.28496864,",-0.54092115,-,car,step-in,-,6s,(angular,velocity).
"3543447118000,","-0.014049901,","-0.29229903,",-0.5403103,-,car,step-in,-,6s,(angular,velocity).
"3543452176000,","0.02565634,","-0.32925636,",-0.5381723,-,car,step-in,-,6s,(angular,velocity).
"3543457105000,","0.08246681,","-0.37904188,",-0.55771995,-,car,step-in,-,6s,(angular,velocity).
"3543462070000,","0.09712757,","-0.40744713,",-0.550695,-,car,step-in,-,6s,(angular,velocity).
"3543467090000,","0.11301007,","-0.4465425,",-0.54825157,-,car,step-in,-,6s,(angular,velocity).
"3543472049000,","0.122478485,","-0.49327368,",-0.5448918,-,car,step-in,-,6s,(angular,velocity).
"3543477067000,","0.13469578,","-0.52870387,",-0.54153204,-,car,step-in,-,6s,(angular,velocity).
"3543482052000,","0.12980886,","-0.5360342,",-0.5308419,-,car,step-in,-,6s,(angular,velocity).
"3543487003000,","0.10567969,","-0.5369505,",-0.52473325,-,car,step-in,-,6s,(angular,velocity).
"3543492107000,","0.0852157,","-0.52503866,",-0.5131268,-,car,step-in,-,6s,(angular,velocity).
"3543497064000,","0.057726767,","-0.49266282,",-0.49968776,-,car,step-in,-,6s,(angular,velocity).
"3543502263000,","0.043676864,","-0.4728097,",-0.4728097,-,car,step-in,-,6s,(angular,velocity).
"3543507052000,","0.02565634,","-0.46089783,",-0.44929138,-,car,step-in,-,6s,(angular,velocity).
"3543512108000,","0.030848695,","-0.44257188,",-0.43676865,-,car,step-in,-,6s,(angular,velocity).
"3543517178000,","0.03390302,","-0.44226643,",-0.4156938,-,car,step-in,-,6s,(angular,velocity).
"3543522081000,","0.03390302,","-0.46181414,",-0.40286562,-,car,step-in,-,6s,(angular,velocity).
"3543527070000,","0.04428773,","-0.47647488,",-0.41172317,-,car,step-in,-,6s,(angular,velocity).
"3543532029000,","0.043982297,","-0.50640726,",-0.42119157,-,car,step-in,-,6s,(angular,velocity).
"3543537001000,","0.041233405,","-0.54733527,",-0.44043383,-,car,step-in,-,6s,(angular,velocity).
"3543542105000,","0.059864793,","-0.5833763,",-0.44501534,-,car,step-in,-,6s,(angular,velocity).
"3543547864000,","0.064751714,","-0.6017023,",-0.43951756,-,car,step-in,-,6s,(angular,velocity).
"3543552049000,","0.056505036,","-0.6053675,",-0.4474588,-,car,step-in,-,6s,(angular,velocity).
"3543557093000,","0.040927973,","-0.5879578,",-0.44593164,-,car,step-in,-,6s,(angular,velocity).
"3543562067000,","0.01038471,","-0.5653558,",-0.45478916,-,car,step-in,-,6s,(angular,velocity).
"3543567099000,","-0.0067195175,","-0.54153204,",-0.46914452,-,car,step-in,-,6s,(angular,velocity).
"3543572042000,","-0.03268129,","-0.5021312,",-0.46639562,-,car,step-in,-,6s,(angular,velocity).
"3543577131000,","-0.07238753,","-0.46578476,",-0.46120325,-,car,step-in,-,6s,(angular,velocity).
"3543582083000,","-0.09896017,","-0.4071417,",-0.4474588,-,car,step-in,-,6s,(angular,velocity).
"3543587075000,","-0.12644911,","-0.35460728,",-0.43585235,-,car,step-in,-,6s,(angular,velocity).
"3543592103000,","-0.14935656,","-0.30390546,",-0.42149702,-,car,step-in,-,6s,(angular,velocity).
"3543597074000,","-0.15577064,","-0.26908615,",-0.40317106,-,car,step-in,-,6s,(angular,velocity).
"3543602763000,","-0.15210545,","-0.24312437,",-0.38515055,-,car,step-in,-,6s,(angular,velocity).
"3543607053000,","-0.11911872,","-0.23701571,",-0.35827246,-,car,step-in,-,6s,(angular,velocity).
"3543612025000,","-0.08093964,","-0.24923302,",-0.32436943,-,car,step-in,-,6s,(angular,velocity).
"3543617090000,","-0.032986723,","-0.27977628,",-0.29871312,-,car,step-in,-,6s,(angular,velocity).
"3543622309000,","0.015271631,","-0.31581733,",-0.26328292,-,car,step-in,-,6s,(angular,velocity).
"3543627128000,","0.08093964,","-0.34422258,",-0.23273966,-,car,step-in,-,6s,(angular,velocity).
"3543632054000,","0.12034045,","-0.3744604,",-0.21746802,-,car,step-in,-,6s,(angular,velocity).
"3543637048000,","0.15118915,","-0.40591997,",-0.19700404,-,car,step-in,-,6s,(angular,velocity).
"3543642120000,","0.18051068,","-0.42119157,",-0.17592919,-,car,step-in,-,6s,(angular,velocity).
"3543647119000,","0.17348573,","-0.4260785,",-0.16065755,-,car,step-in,-,6s,(angular,velocity).
"3543652098000,","0.15057829,","-0.4166101,",-0.15149458,-,car,step-in,-,6s,(angular,velocity).
"3543657051000,","0.14019357,","-0.40133846,",-0.15332718,-,car,step-in,-,6s,(angular,velocity).
"3543662046000,","0.12583824,","-0.3640757,",-0.14721853,-,car,step-in,-,6s,(angular,velocity).
"3543667058000,","0.09101892,","-0.31398472,",-0.13897185,-,car,step-in,-,6s,(angular,velocity).
"3543672166000,","0.0693332,","-0.25625798,",-0.12889257,-,car,step-in,-,6s,(angular,velocity).
"3543677045000,","0.034513887,","-0.22113322,",-0.115453534,-,car,step-in,-,6s,(angular,velocity).
"3543682036000,","0.018936822,","-0.19700404,",-0.108123146,-,car,step-in,-,6s,(angular,velocity).
"3543687013000,","0.022907447,","-0.20463985,",-0.09285152,-,car,step-in,-,6s,(angular,velocity).
"3543692187000,","0.018325957,","-0.23151793,",-0.09468412,-,car,step-in,-,6s,(angular,velocity).
"3543697096000,","0.030848695,","-0.2666427,",-0.076358154,-,car,step-in,-,6s,(angular,velocity).
"3543702087000,","0.056505036,","-0.29993483,",-0.08032878,-,car,step-in,-,6s,(angular,velocity).
"3543707044000,","0.08093964,","-0.3182608,",-0.071776666,-,car,step-in,-,6s,(angular,velocity).
"3543712044000,","0.103847094,","-0.2996294,",-0.065973446,-,car,step-in,-,6s,(angular,velocity).
"3543717168000,","0.12034045,","-0.27947086,",-0.059253927,-,car,step-in,-,6s,(angular,velocity).
"3543722072000,","0.14935656,","-0.226631,",-0.056199603,-,car,step-in,-,6s,(angular,velocity).
"3543727015000,","0.16493362,","-0.17501289,",-0.04642576,-,car,step-in,-,6s,(angular,velocity).
"3543732055000,","0.16401732,","-0.13652839,",-0.04428773,-,car,step-in,-,6s,(angular,velocity).
"3543737044000,","0.1695151,","-0.109650314,",-0.028405234,-,car,step-in,-,6s,(angular,velocity).
"3543742118000,","0.1853976,","-0.08827003,",-0.021685716,-,car,step-in,-,6s,(angular,velocity).
"3543747147000,","0.17592919,","-0.09193522,",-0.013133603,-,car,step-in,-,6s,(angular,velocity).
"3543752077000,","0.17012598,","-0.10445796,",-0.01038471,-,car,step-in,-,6s,(angular,velocity).
"3543757459000,","0.15851954,","-0.14874569,",-0.012217305,-,car,step-in,-,6s,(angular,velocity).
"3543762050000,","0.14935656,","-0.15821409,",-0.0070249503,-,car,step-in,-,6s,(angular,velocity).
"3543767092000,","0.14355333,","-0.18600847,",9.162979e-4,-,car,step-in,-,6s,(angular,velocity).
"3543772070000,","0.12186762,","-0.21563543,",0.005497787,-,car,step-in,-,6s,(angular,velocity).
"3543777125000,","0.113926366,","-0.22174409,",0.009162978,-,car,step-in,-,6s,(angular,velocity).
"3543782052000,","0.09315695,","-0.20922135,",0.01863139,-,car,step-in,-,6s,(angular,velocity).
"3543787042000,","0.07086037,","-0.20525073,",0.01038471,-,car,step-in,-,6s,(angular,velocity).
"3543792079000,","0.058337633,","-0.18295415,",0.014966198,-,car,step-in,-,6s,(angular,velocity).
"3543797073000,","0.04428773,","-0.16798794,",0.016493361,-,car,step-in,-,6s,(angular,velocity).
"3543802067000,","0.029626964,","-0.15088372,",0.022602014,-,car,step-in,-,6s,(angular,velocity).
"3543807047000,","0.017104227,","-0.12583824,",0.027794369,-,car,step-in,-,6s,(angular,velocity).
"3543812041000,","0.027183503,","-0.1001819,",0.020158553,-,car,step-in,-,6s,(angular,velocity).
"3543817092000,","0.03145956,","-0.06658431,",0.022907447,-,car,step-in,-,6s,(angular,velocity).
"3543822044000,","0.021991149,","-0.04642576,",0.02565634,-,car,step-in,-,6s,(angular,velocity).
"3543827071000,","0.018325957,","-0.024129177,",0.028405234,-,car,step-in,-,6s,(angular,velocity).
"3543832037000,","0.035430185,","0.0027488936,",0.027183503,-,car,step-in,-,6s,(angular,velocity).
"3543837164000,","0.033292156,","0.010079277,",0.030848695,-,car,step-in,-,6s,(angular,velocity).
"3543842137000,","0.04062254,","0.0143553335,",0.025350908,-,car,step-in,-,6s,(angular,velocity).
"3543847078000,","0.037873644,","0.021685716,",0.03268129,-,car,step-in,-,6s,(angular,velocity).
"3543852013000,","0.021685716,","0.021380283,",0.024129177,-,car,step-in,-,6s,(angular,velocity).
"3543857049000,","0.011911872,","0.019547688,",0.014660766,-,car,step-in,-,6s,(angular,velocity).
"3543862106000,","-0.0036651916,","0.009468411,",0.016798794,-,car,step-in,-,6s,(angular,velocity).
"3543867106000,","-0.02321288,","0.01740966,",0.014049901,-,car,step-in,-,6s,(angular,velocity).
"3543872923000,","-0.04184427,","0.0125227375,",0.01985312,-,car,step-in,-,6s,(angular,velocity).
"3543877065000,","-0.054367006,","0.016798794,",0.0076358155,-,car,step-in,-,6s,(angular,velocity).
"3543882074000,","-0.07360926,","0.020463986,",-0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3543887054000,","-0.08979719,","0.022296581,",-3.0543262e-4,-,car,step-in,-,6s,(angular,velocity).
"3543892063000,","-0.11575896,","0.02565634,",-0.0070249503,-,car,step-in,-,6s,(angular,velocity).
"3543897074000,","-0.11178834,","0.016798794,",-0.01282817,-,car,step-in,-,6s,(angular,velocity).
"3543902098000,","-0.10476339,","0.008246681,",-0.01282817,-,car,step-in,-,6s,(angular,velocity).
"3543907107000,","-0.09987647,","-0.006414085,",-0.013133603,-,car,step-in,-,6s,(angular,velocity).
"3543912037000,","-0.086132,","-0.02076942,",-0.022907447,-,car,step-in,-,6s,(angular,velocity).
"3543917063000,","-0.08460484,","-0.033292156,",-0.021685716,-,car,step-in,-,6s,(angular,velocity).
"3543922094000,","-0.070554934,","-0.04642576,",-0.021685716,-,car,step-in,-,6s,(angular,velocity).
"3543927048000,","-0.038179077,","-0.053450707,",-0.014660766,-,car,step-in,-,6s,(angular,velocity).
"3543932043000,","-0.032986723,","-0.060170226,",-0.015577064,-,car,step-in,-,6s,(angular,velocity).
"3543937034000,","-0.020463986,","-0.06627888,",-0.018325957,-,car,step-in,-,6s,(angular,velocity).
"3543943099000,","-0.01740966,","-0.07147124,",-0.018325957,-,car,step-in,-,6s,(angular,velocity).
"3543947042000,","-0.007330383,","-0.06536258,",-0.008552114,-,car,step-in,-,6s,(angular,velocity).
"3543952063000,","0.004886922,","-0.0729984,",-0.0030543262,-,car,step-in,-,6s,(angular,velocity).
"3543957059000,","0.008857546,","-0.073303826,",0.010995574,-,car,step-in,-,6s,(angular,velocity).
"3543962047000,","0.01740966,","-0.07666359,",0.0143553335,-,car,step-in,-,6s,(angular,velocity).
"3543967115000,","0.016187929,","-0.07452556,",0.013439035,-,car,step-in,-,6s,(angular,velocity).
"3543972140000,","0.02687807,","-0.07147124,",0.0106901415,-,car,step-in,-,6s,(angular,velocity).
"3543977065000,","0.033292156,","-0.0711658,",0.019547688,-,car,step-in,-,6s,(angular,velocity).
"3543982057000,","0.031154128,","-0.07238753,",0.034208454,-,car,step-in,-,6s,(angular,velocity).
"3543987304000,","0.043066,","-0.07819075,",0.029321533,-,car,step-in,-,6s,(angular,velocity).
"3543992219000,","0.057421334,","-0.0729984,",0.036957346,-,car,step-in,-,6s,(angular,velocity).
"3543997017000,","0.037873644,","-0.06505715,",0.03268129,-,car,step-in,-,6s,(angular,velocity).
"3544002087000,","0.036651913,","-0.06352998,",0.03481932,-,car,step-in,-,6s,(angular,velocity).
"3544007049000,","0.026572637,","-0.054367006,",0.032070424,-,car,step-in,-,6s,(angular,velocity).
"3544012021000,","0.031154128,","-0.04520403,",0.037873644,-,car,step-in,-,6s,(angular,velocity).
"3544017163000,","0.013133603,","-0.040011674,",0.024740042,-,car,step-in,-,6s,(angular,velocity).
"3544022077000,","0.005497787,","-0.03268129,",0.022907447,-,car,step-in,-,6s,(angular,velocity).
"3544027101000,","0.004276057,","-0.0421497,",0.013744468,-,car,step-in,-,6s,(angular,velocity).
"3544032071000,","-0.009162978,","-0.045814894,",0.01282817,-,car,step-in,-,6s,(angular,velocity).
"3544037080000,","-0.0033597588,","-0.045814894,",0.0125227375,-,car,step-in,-,6s,(angular,velocity).
"3544042057000,","-0.0036651916,","-0.05222898,",0.013133603,-,car,step-in,-,6s,(angular,velocity).
"3544047183000,","0.003970624,","-0.04917465,",0.0076358155,-,car,step-in,-,6s,(angular,velocity).
"3544052102000,","-0.002443461,","-0.055283304,",0.004886922,-,car,step-in,-,6s,(angular,velocity).
"3544057106000,","-0.002443461,","-0.04428773,",0.004886922,-,car,step-in,-,6s,(angular,velocity).
"3544062045000,","-0.005192355,","-0.03604105,",0.0030543262,-,car,step-in,-,6s,(angular,velocity).
"3544067115000,","-0.0036651916,","-0.037873644,",-0.004886922,-,car,step-in,-,6s,(angular,velocity).
"3544072094000,","-0.008552114,","-0.03145956,",0.008857546,-,car,step-in,-,6s,(angular,velocity).
"3544077070000,","-0.0030543262,","-0.03573562,",0.009162978,-,car,step-in,-,6s,(angular,velocity).
"3544082257000,","-0.0018325958,","-0.034513887,",0.009468411,-,car,step-in,-,6s,(angular,velocity).
"3544087065000,","3.0543262e-4,","-0.034208454,",0.011301007,-,car,step-in,-,6s,(angular,velocity).
"3544092086000,","-0.0036651916,","-0.025961773,",0.0067195175,-,car,step-in,-,6s,(angular,velocity).
"3544097247000,","-0.0076358155,","-0.02107485,",0.0143553335,-,car,step-in,-,6s,(angular,velocity).
"3544102127000,","0.0076358155,","-0.02565634,",0.0125227375,-,car,step-in,-,6s,(angular,velocity).
"3544107060000,","0.009162978,","-0.014660766,",0.023823744,-,car,step-in,-,6s,(angular,velocity).
"3544112047000,","0.0076358155,","-0.016187929,",0.026267206,-,car,step-in,-,6s,(angular,velocity).
"3544117598000,","0.013439035,","-0.005192355,",0.019242255,-,car,step-in,-,6s,(angular,velocity).
"3544122081000,","3.0543262e-4,","-0.013439035,",0.013439035,-,car,step-in,-,6s,(angular,velocity).
"3544127054000,","0.0076358155,","-0.028710667,",0.010079277,-,car,step-in,-,6s,(angular,velocity).
"3544132033000,","0.013744468,","-0.026267206,",0.0067195175,-,car,step-in,-,6s,(angular,velocity).
"3544137026000,","0.005192355,","-0.030543262,",0.0076358155,-,car,step-in,-,6s,(angular,velocity).
"3544142221000,","0.0070249503,","-0.029626964,",0.011911872,-,car,step-in,-,6s,(angular,velocity).
"3544147090000,","0.0021380284,","-0.03176499,",0.007330383,-,car,step-in,-,6s,(angular,velocity).
"3544152071000,","0.005497787,","-0.032986723,",0.01740966,-,car,step-in,-,6s,(angular,velocity).
"3544157036000,","0.0106901415,","-0.02443461,",0.013133603,-,car,step-in,-,6s,(angular,velocity).
"3544162022000,","0.0036651916,","-0.023823744,",0.009162978,-,car,step-in,-,6s,(angular,velocity).
"3544167092000,","0.0061086523,","-0.017715093,",0.015882496,-,car,step-in,-,6s,(angular,velocity).
"3544172041000,","0.020463986,","0.0012217305,",0.0125227375,-,car,step-in,-,6s,(angular,velocity).
"3544177072000,","0.011911872,","0.004276057,",0.019242255,-,car,step-in,-,6s,(angular,velocity).
"3544182034000,","0.016798794,","0.004886922,",0.021685716,-,car,step-in,-,6s,(angular,velocity).
"3544187027000,","0.020158553,","0.006414085,",0.0143553335,-,car,step-in,-,6s,(angular,velocity).
"3544192218000,","0.01740966,","0.013133603,",0.017104227,-,car,step-in,-,6s,(angular,velocity).
"3544197458000,","0.022296581,","0.019242255,",0.015882496,-,car,step-in,-,6s,(angular,velocity).
"3544202051000,","0.013439035,","0.022296581,",0.007941248,-,car,step-in,-,6s,(angular,velocity).
"3544207032000,","0.022296581,","0.011911872,",0.014049901,-,car,step-in,-,6s,(angular,velocity).
"3544212028000,","0.015271631,","0.0030543262,",0.018020526,-,car,step-in,-,6s,(angular,velocity).
"3544217154000,","0.008552114,","6.1086525e-4,",0.011911872,-,car,step-in,-,6s,(angular,velocity).
"3544222018000,","0.006414085,","0.01038471,",0.018325957,-,car,step-in,-,6s,(angular,velocity).
"3544227057000,","0.004886922,","0.0021380284,",0.013744468,-,car,step-in,-,6s,(angular,velocity).
"3544232043000,","0.004886922,","9.162979e-4,",0.019242255,-,car,step-in,-,6s,(angular,velocity).
"3544237042000,","-0.0033597588,","-0.005192355,",0.01160644,-,car,step-in,-,6s,(angular,velocity).
"3544242061000,","-0.0018325958,","-0.004886922,",0.010079277,-,car,step-in,-,6s,(angular,velocity).
"3544247072000,","0.0070249503,","-0.01160644,",0.013439035,-,car,step-in,-,6s,(angular,velocity).
"3544252074000,","-0.0018325958,","-0.0036651916,",0.0067195175,-,car,step-in,-,6s,(angular,velocity).
"3544257042000,","0.005192355,","-0.0018325958,",0.009162978,-,car,step-in,-,6s,(angular,velocity).
"3544262022000,","3.0543262e-4,","0.0015271631,",-9.162979e-4,-,car,step-in,-,6s,(angular,velocity).
"3544267116000,","-0.0015271631,","0.0012217305,",-0.0012217305,-,car,step-in,-,6s,(angular,velocity).
"3544272044000,","-0.004886922,","0.0015271631,",0.004276057,-,car,step-in,-,6s,(angular,velocity).
"3544277054000,","-0.003970624,","-0.0030543262,",9.162979e-4,-,car,step-in,-,6s,(angular,velocity).
