#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","0.017715093,","-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#datetime:,05/07/2013,10:44:31,0.021685716,-,fall,forward,lying,-,(angular,velocity).
##########################################,"0.017715093,","-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#activity:,10,-,fol,-,fall,forward,lying,-,10s,velocity).
#subject,id:,10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#first,name:,sub10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#last,name:,sub10,0.021685716,-,fall,forward,lying,-,(angular,velocity).
#age:,26,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#height(cm):,170,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#weight(kg):,90,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
#gender:,female,"-0.008552114,",0.021685716,-,fall,forward,lying,-,(angular,velocity).
"758147928000,","-0.08552113,","0.4269948,",-0.28130344,-,fall,forward,lying,-,(angular,velocity).
"758153011000,","-0.094989546,","0.47158796,",-0.29443705,-,fall,forward,lying,-,(angular,velocity).
"758157962000,","-0.13347405,","0.48991394,",-0.3051272,-,fall,forward,lying,-,(angular,velocity).
"758163009000,","-0.17195857,","0.46609017,",-0.30085114,-,fall,forward,lying,-,(angular,velocity).
"758168025000,","-0.21105394,","0.40317106,",-0.30879238,-,fall,forward,lying,-,(angular,velocity).
"758172921000,","-0.25259277,","0.30909783,",-0.31306845,-,fall,forward,lying,-,(angular,velocity).
"758178004000,","-0.31490102,","0.2003638,",-0.29993483,-,fall,forward,lying,-,(angular,velocity).
"758182962000,","-0.35155296,","0.0842994,",-0.25534168,-,fall,forward,lying,-,(angular,velocity).
"758188013000,","-0.37934732,","-0.02107485,",-0.20586158,-,fall,forward,lying,-,(angular,velocity).
"758193153000,","-0.39370266,","-0.12797627,",-0.14538592,-,fall,forward,lying,-,(angular,velocity).
"758197983000,","-0.38453966,","-0.20463985,",-0.063224554,-,fall,forward,lying,-,(angular,velocity).
"758202942000,","-0.3475823,","-0.258396,",0.034208454,-,fall,forward,lying,-,(angular,velocity).
"758207939000,","-0.28619036,","-0.2779437,",0.12614368,-,fall,forward,lying,-,(angular,velocity).
"758213099000,","-0.22602014,","-0.28160888,",0.22418754,-,fall,forward,lying,-,(angular,velocity).
"758218052000,","-0.14538592,","-0.2724459,",0.3051272,-,fall,forward,lying,-,(angular,velocity).
"758222937000,","-0.07391469,","-0.2666427,",0.37934732,-,fall,forward,lying,-,(angular,velocity).
"758228009000,","-0.0106901415,","-0.25534168,",0.41080686,-,fall,forward,lying,-,(angular,velocity).
"758232984000,","0.015271631,","-0.22785273,",0.47647488,-,fall,forward,lying,-,(angular,velocity).
"758238066000,","0.054061573,","-0.21013765,",0.50854534,-,fall,forward,lying,-,(angular,velocity).
"758242978000,","0.09407325,","-0.19792034,",0.5338962,-,fall,forward,lying,-,(angular,velocity).
"758247995000,","0.12797627,","-0.20891592,",0.5421429,-,fall,forward,lying,-,(angular,velocity).
"758252968000,","0.14966199,","-0.23151793,",0.5519168,-,fall,forward,lying,-,(angular,velocity).
"758257987000,","0.160963,","-0.26908615,",0.5635232,-,fall,forward,lying,-,(angular,velocity).
"758263016000,","0.17256944,","-0.29626966,",0.5653558,-,fall,forward,lying,-,(angular,velocity).
"758268065000,","0.19639318,","-0.30543262,",0.56138515,-,fall,forward,lying,-,(angular,velocity).
"758273000000,","0.21380283,","-0.2968805,",0.54153204,-,fall,forward,lying,-,(angular,velocity).
"758278029000,","0.2312125,","-0.27122417,",0.5296202,-,fall,forward,lying,-,(angular,velocity).
"758282990000,","0.24801129,","-0.23579398,",0.49418998,-,fall,forward,lying,-,(angular,velocity).
"758288061000,","0.267559,","-0.20525073,",0.45204028,-,fall,forward,lying,-,(angular,velocity).
"758294596000,","0.2770274,","-0.16829337,",0.408058,-,fall,forward,lying,-,(angular,velocity).
"758297988000,","0.28527406,","-0.13622294,",0.36926803,-,fall,forward,lying,-,(angular,velocity).
"758302885000,","0.28008172,","-0.076052725,",0.32925636,-,fall,forward,lying,-,(angular,velocity).
"758307909000,","0.24770586,","-0.049480084,",0.29993483,-,fall,forward,lying,-,(angular,velocity).
"758312876000,","0.22052236,","-0.005497787,",0.28099802,-,fall,forward,lying,-,(angular,velocity).
"758317931000,","0.18448131,","0.03176499,",0.2648101,-,fall,forward,lying,-,(angular,velocity).
"758322837000,","0.15882497,","0.04337143,",0.27000242,-,fall,forward,lying,-,(angular,velocity).
"758327864000,","0.13072516,","0.045814894,",0.28221974,-,fall,forward,lying,-,(angular,velocity).
"758332847000,","0.09407325,","0.043066,",0.26358834,-,fall,forward,lying,-,(angular,velocity).
"758337934000,","0.064751714,","0.021685716,",0.2501493,-,fall,forward,lying,-,(angular,velocity).
"758342880000,","0.049480084,","0.0030543262,",0.24220806,-,fall,forward,lying,-,(angular,velocity).
"758347870000,","0.06261369,","-0.008552114,",0.2507602,-,fall,forward,lying,-,(angular,velocity).
"758352861000,","0.08582657,","-3.0543262e-4,",0.2666427,-,fall,forward,lying,-,(angular,velocity).
"758357836000,","0.12461651,","0.013439035,",0.2910773,-,fall,forward,lying,-,(angular,velocity).
"758362933000,","0.16829337,","0.05131268,",0.32345316,-,fall,forward,lying,-,(angular,velocity).
"758367954000,","0.21838433,","0.10995574,",0.35827246,-,fall,forward,lying,-,(angular,velocity).
"758372873000,","0.2519819,","0.15699236,",0.3885103,-,fall,forward,lying,-,(angular,velocity).
"758377895000,","0.27977628,","0.1908954,",0.42119157,-,fall,forward,lying,-,(angular,velocity).
"758382881000,","0.29443705,","0.19272798,",0.44440445,-,fall,forward,lying,-,(angular,velocity).
"758387874000,","0.29657507,","0.183565,",0.47036624,-,fall,forward,lying,-,(angular,velocity).
"758392891000,","0.26816985,","0.13988814,",0.49113566,-,fall,forward,lying,-,(angular,velocity).
"758397877000,","0.24923302,","0.087659165,",0.5180137,-,fall,forward,lying,-,(angular,velocity).
"758402898000,","0.20738874,","0.035124753,",0.5555819,-,fall,forward,lying,-,(angular,velocity).
"758407899000,","0.16249016,","-0.027794369,",0.59131753,-,fall,forward,lying,-,(angular,velocity).
"758412954000,","0.13744467,","-0.086437434,",0.62796944,-,fall,forward,lying,-,(angular,velocity).
"758417915000,","0.14049901,","-0.118507855,",0.66339964,-,fall,forward,lying,-,(angular,velocity).
"758422918000,","0.14630222,","-0.16829337,",0.6805039,-,fall,forward,lying,-,(angular,velocity).
"758427939000,","0.15057829,","-0.20891592,",0.7131852,-,fall,forward,lying,-,(angular,velocity).
"758432910000,","0.18509217,","-0.23762658,",0.7348709,-,fall,forward,lying,-,(angular,velocity).
"758438265000,","0.22815818,","-0.25320363,",0.7672467,-,fall,forward,lying,-,(angular,velocity).
"758443006000,","0.25259277,","-0.26725355,",0.782213,-,fall,forward,lying,-,(angular,velocity).
"758448325000,","0.28038713,","-0.26908615,",0.78038037,-,fall,forward,lying,-,(angular,velocity).
"758452949000,","0.3032946,","-0.27000242,",0.77213365,-,fall,forward,lying,-,(angular,velocity).
"758457897000,","0.32559118,","-0.25900686,",0.76083267,-,fall,forward,lying,-,(angular,velocity).
"758463019000,","0.32589662,","-0.24617869,",0.71929383,-,fall,forward,lying,-,(angular,velocity).
"758467936000,","0.33933565,","-0.24556783,",0.6908886,-,fall,forward,lying,-,(angular,velocity).
"758473042000,","0.33505958,","-0.23915374,",0.6469063,-,fall,forward,lying,-,(angular,velocity).
"758478003000,","0.32498032,","-0.23457226,",0.59650993,-,fall,forward,lying,-,(angular,velocity).
"758482934000,","0.32986724,","-0.21197024,",0.54244834,-,fall,forward,lying,-,(angular,velocity).
"758488090000,","0.3378085,","-0.19303341,",0.49480084,-,fall,forward,lying,-,(angular,velocity).
"758492998000,","0.33261612,","-0.17379116,",0.43554693,-,fall,forward,lying,-,(angular,velocity).
"758498148000,","0.3454443,","-0.16371189,",0.38912117,-,fall,forward,lying,-,(angular,velocity).
"758502935000,","0.34513888,","-0.14569137,",0.32834008,-,fall,forward,lying,-,(angular,velocity).
"758507934000,","0.35430184,","-0.124311075,",0.2733622,-,fall,forward,lying,-,(angular,velocity).
"758513060000,","0.3463606,","-0.101098195,",0.22724187,-,fall,forward,lying,-,(angular,velocity).
"758518036000,","0.31978795,","-0.08979719,",0.17867808,-,fall,forward,lying,-,(angular,velocity).
"758523034000,","0.29168814,","-0.07513642,",0.16829337,-,fall,forward,lying,-,(angular,velocity).
"758527999000,","0.27122417,","-0.05497787,",0.14538592,-,fall,forward,lying,-,(angular,velocity).
"758532962000,","0.2507602,","-0.055283304,",0.11881329,-,fall,forward,lying,-,(angular,velocity).
"758538031000,","0.21166481,","-0.053145275,",0.09987647,-,fall,forward,lying,-,(angular,velocity).
"758543032000,","0.19303341,","-0.06505715,",0.08857546,-,fall,forward,lying,-,(angular,velocity).
"758547967000,","0.18051068,","-0.06994407,",0.08399397,-,fall,forward,lying,-,(angular,velocity).
"758553001000,","0.16676621,","-0.06963864,",0.076052725,-,fall,forward,lying,-,(angular,velocity).
"758557962000,","0.15760323,","-0.07666359,",0.077579886,-,fall,forward,lying,-,(angular,velocity).
"758562985000,","0.14874569,","-0.08093964,",0.10048734,-,fall,forward,lying,-,(angular,velocity).
"758568031000,","0.13316862,","-0.087964594,",0.116675265,-,fall,forward,lying,-,(angular,velocity).
"758572947000,","0.1282817,","-0.101098195,",0.12980886,-,fall,forward,lying,-,(angular,velocity).
"758578005000,","0.11362094,","-0.11026118,",0.1432479,-,fall,forward,lying,-,(angular,velocity).
"758582961000,","0.09040806,","-0.11484267,",0.1591304,-,fall,forward,lying,-,(angular,velocity).
"758588113000,","0.07452556,","-0.10781772,",0.16279559,-,fall,forward,lying,-,(angular,velocity).
"758593029000,","0.06505715,","-0.10751228,",0.1731803,-,fall,forward,lying,-,(angular,velocity).
"758597995000,","0.06658431,","-0.09896017,",0.1731803,-,fall,forward,lying,-,(angular,velocity).
"758602980000,","0.060170226,","-0.087964594,",0.17073683,-,fall,forward,lying,-,(angular,velocity).
"758607944000,","0.044593163,","-0.07422013,",0.16615535,-,fall,forward,lying,-,(angular,velocity).
"758612973000,","0.033292156,","-0.06780604,",0.16187929,-,fall,forward,lying,-,(angular,velocity).
"758618011000,","0.022907447,","-0.06383542,",0.1554652,-,fall,forward,lying,-,(angular,velocity).
"758623007000,","0.017715093,","-0.053450707,",0.14477506,-,fall,forward,lying,-,(angular,velocity).
"758627912000,","0.00580322,","-0.038179077,",0.13713925,-,fall,forward,lying,-,(angular,velocity).
"758632935000,","-0.00580322,","-0.038789943,",0.11942416,-,fall,forward,lying,-,(angular,velocity).
"758638034000,","-0.010079277,","-0.048258353,",0.1001819,-,fall,forward,lying,-,(angular,velocity).
"758643052000,","-0.018936822,","-0.043982297,",0.083383106,-,fall,forward,lying,-,(angular,velocity).
"758648009000,","-0.03940081,","-0.051923547,",0.06688975,-,fall,forward,lying,-,(angular,velocity).
"758653118000,","-0.05131268,","-0.0580322,",0.04184427,-,fall,forward,lying,-,(angular,velocity).
"758657965000,","-0.051923547,","-0.06811147,",0.016493361,-,fall,forward,lying,-,(angular,velocity).
"758662958000,","-0.058643065,","-0.07544186,",0.0012217305,-,fall,forward,lying,-,(angular,velocity).
"758668026000,","-0.076052725,","-0.06963864,",-0.021991149,-,fall,forward,lying,-,(angular,velocity).
"758672918000,","-0.09010262,","-0.06414085,",-0.038179077,-,fall,forward,lying,-,(angular,velocity).
"758678011000,","-0.09040806,","-0.056199603,",-0.05955936,-,fall,forward,lying,-,(angular,velocity).
"758682909000,","-0.089491755,","-0.070249505,",-0.08460484,-,fall,forward,lying,-,(angular,velocity).
"758687973000,","-0.08979719,","-0.073303826,",-0.10415252,-,fall,forward,lying,-,(angular,velocity).
"758693040000,","-0.10140363,","-0.08674286,",-0.1255328,-,fall,forward,lying,-,(angular,velocity).
"758697918000,","-0.09560041,","-0.098043874,",-0.14630222,-,fall,forward,lying,-,(angular,velocity).
"758702960000,","-0.099265605,","-0.09162979,",-0.16065755,-,fall,forward,lying,-,(angular,velocity).
"758707946000,","-0.10598512,","-0.105374254,",-0.17623462,-,fall,forward,lying,-,(angular,velocity).
"758713003000,","-0.100792766,","-0.10598512,",-0.18570304,-,fall,forward,lying,-,(angular,velocity).
"758718004000,","-0.10903945,","-0.12095132,",-0.19761491,-,fall,forward,lying,-,(angular,velocity).
"758723063000,","-0.113926366,","-0.1301143,",-0.20586158,-,fall,forward,lying,-,(angular,velocity).
"758728004000,","-0.11575896,","-0.129198,",-0.2098322,-,fall,forward,lying,-,(angular,velocity).
"758732962000,","-0.11881329,","-0.14813483,",-0.21960606,-,fall,forward,lying,-,(angular,velocity).
"758738072000,","-0.12461651,","-0.15241088,",-0.22327125,-,fall,forward,lying,-,(angular,velocity).
"758743065000,","-0.12614368,","-0.15302174,",-0.22296582,-,fall,forward,lying,-,(angular,velocity).
"758747955000,","-0.12644911,","-0.14385876,",-0.21868975,-,fall,forward,lying,-,(angular,velocity).
"758753019000,","-0.12064589,","-0.13988814,",-0.22327125,-,fall,forward,lying,-,(angular,velocity).
"758757906000,","-0.12492194,","-0.13316862,",-0.21777347,-,fall,forward,lying,-,(angular,velocity).
"758762980000,","-0.12186762,","-0.12950343,",-0.21502456,-,fall,forward,lying,-,(angular,velocity).
"758768000000,","-0.1282817,","-0.129198,",-0.21533,-,fall,forward,lying,-,(angular,velocity).
"758773182000,","-0.11728613,","-0.118507855,",-0.21044308,-,fall,forward,lying,-,(angular,velocity).
"758777916000,","-0.12492194,","-0.106595986,",-0.21074851,-,fall,forward,lying,-,(angular,velocity).
"758782938000,","-0.11453723,","-0.103847094,",-0.21197024,-,fall,forward,lying,-,(angular,velocity).
"758787987000,","-0.12583824,","-0.10781772,",-0.20708331,-,fall,forward,lying,-,(angular,velocity).
"758793067000,","-0.11881329,","-0.09865474,",-0.2003638,-,fall,forward,lying,-,(angular,velocity).
"758798011000,","-0.115453534,","-0.09132435,",-0.1957823,-,fall,forward,lying,-,(angular,velocity).
"758802940000,","-0.12217305,","-0.08307768,",-0.18784106,-,fall,forward,lying,-,(angular,velocity).
"758807937000,","-0.1301143,","-0.0842994,",-0.19211712,-,fall,forward,lying,-,(angular,velocity).
"758812987000,","-0.1518,","-0.081855945,",-0.18875736,-,fall,forward,lying,-,(angular,velocity).
"758818044000,","-0.15332718,","-0.07147124,",-0.19333886,-,fall,forward,lying,-,(angular,velocity).
"758822942000,","-0.15760323,","-0.07086037,",-0.18967366,-,fall,forward,lying,-,(angular,velocity).
"758828003000,","-0.18051068,","-0.07819075,",-0.19028452,-,fall,forward,lying,-,(angular,velocity).
"758832911000,","-0.18295415,","-0.0693332,",-0.18417588,-,fall,forward,lying,-,(angular,velocity).
"758838013000,","-0.19028452,","-0.05955936,",-0.18478674,-,fall,forward,lying,-,(angular,velocity).
"758842995000,","-0.19120082,","-0.0571159,",-0.18509217,-,fall,forward,lying,-,(angular,velocity).
"758848006000,","-0.18692477,","-0.057726767,",-0.18295415,-,fall,forward,lying,-,(angular,velocity).
"758853004000,","-0.19181168,","-0.05100725,",-0.17806722,-,fall,forward,lying,-,(angular,velocity).
"758857946000,","-0.1872302,","-0.04917465,",-0.17959438,-,fall,forward,lying,-,(angular,velocity).
"758863044000,","-0.1685988,","-0.043676864,",-0.17928895,-,fall,forward,lying,-,(angular,velocity).
"758868137000,","-0.16340645,","-0.043982297,",-0.17531833,-,fall,forward,lying,-,(angular,velocity).
"758873043000,","-0.16493362,","-0.039095376,",-0.17379116,-,fall,forward,lying,-,(angular,velocity).
"758877926000,","-0.15821409,","-0.043676864,",-0.17501289,-,fall,forward,lying,-,(angular,velocity).
"758882964000,","-0.15760323,","-0.04550946,",-0.18112154,-,fall,forward,lying,-,(angular,velocity).
"758888047000,","-0.13836098,","-0.044593163,",-0.17470746,-,fall,forward,lying,-,(angular,velocity).
"758893248000,","-0.1255328,","-0.03634648,",-0.17654006,-,fall,forward,lying,-,(angular,velocity).
"758898156000,","-0.12095132,","-0.040011674,",-0.17928895,-,fall,forward,lying,-,(angular,velocity).
"758902940000,","-0.10842858,","-0.037873644,",-0.1853976,-,fall,forward,lying,-,(angular,velocity).
"758907939000,","-0.100792766,","-0.032986723,",-0.19028452,-,fall,forward,lying,-,(angular,velocity).
"758913057000,","-0.09132435,","-0.050701816,",-0.1881465,-,fall,forward,lying,-,(angular,velocity).
"758918149000,","-0.09254608,","-0.056199603,",-0.18509217,-,fall,forward,lying,-,(angular,velocity).
"758922919000,","-0.09132435,","-0.062002823,",-0.18753563,-,fall,forward,lying,-,(angular,velocity).
"758927997000,","-0.09162979,","-0.06688975,",-0.19883664,-,fall,forward,lying,-,(angular,velocity).
"758932968000,","-0.09682214,","-0.07269296,",-0.20341812,-,fall,forward,lying,-,(angular,velocity).
"758937996000,","-0.10873401,","-0.07849618,",-0.20952678,-,fall,forward,lying,-,(angular,velocity).
"758942982000,","-0.11148291,","-0.079107046,",-0.21074851,-,fall,forward,lying,-,(angular,velocity).
"758947927000,","-0.12583824,","-0.07086037,",-0.21563543,-,fall,forward,lying,-,(angular,velocity).
"758952969000,","-0.14385876,","-0.062002823,",-0.2321288,-,fall,forward,lying,-,(angular,velocity).
"758957959000,","-0.14385876,","-0.046731193,",-0.23884831,-,fall,forward,lying,-,(angular,velocity).
"758962997000,","-0.15485434,","-0.043676864,",-0.25259277,-,fall,forward,lying,-,(angular,velocity).
"758967997000,","-0.1731803,","-0.02443461,",-0.25778514,-,fall,forward,lying,-,(angular,velocity).
"758973008000,","-0.18509217,","-0.007330383,",-0.2687807,-,fall,forward,lying,-,(angular,velocity).
"758977971000,","-0.17654006,","0.004581489,",-0.27458394,-,fall,forward,lying,-,(angular,velocity).
"758982906000,","-0.17806722,","0.024129177,",-0.27885997,-,fall,forward,lying,-,(angular,velocity).
"758988038000,","-0.19242255,","0.031154128,",-0.28221974,-,fall,forward,lying,-,(angular,velocity).
"758992970000,","-0.19425514,","0.02443461,",-0.27763826,-,fall,forward,lying,-,(angular,velocity).
"758998187000,","-0.20097467,","0.025961773,",-0.27977628,-,fall,forward,lying,-,(angular,velocity).
"759002917000,","-0.20677789,","0.03481932,",-0.27763826,-,fall,forward,lying,-,(angular,velocity).
"759007939000,","-0.21380283,","0.03634648,",-0.27030787,-,fall,forward,lying,-,(angular,velocity).
"759013004000,","-0.2098322,","0.030543262,",-0.2706133,-,fall,forward,lying,-,(angular,velocity).
"759017984000,","-0.19761491,","0.036651913,",-0.27580565,-,fall,forward,lying,-,(angular,velocity).
"759023027000,","-0.1881465,","0.04184427,",-0.27305678,-,fall,forward,lying,-,(angular,velocity).
"759027995000,","-0.17959438,","0.04917465,",-0.27122417,-,fall,forward,lying,-,(angular,velocity).
"759032961000,","-0.17684549,","0.043676864,",-0.2764165,-,fall,forward,lying,-,(angular,velocity).
"759037995000,","-0.17715092,","0.049480084,",-0.27458394,-,fall,forward,lying,-,(angular,velocity).
"759043023000,","-0.16707164,","0.043982297,",-0.2687807,-,fall,forward,lying,-,(angular,velocity).
"759047922000,","-0.15943582,","0.04550946,",-0.27152961,-,fall,forward,lying,-,(angular,velocity).
"759052998000,","-0.16157386,","0.03268129,",-0.26633725,-,fall,forward,lying,-,(angular,velocity).
"759057927000,","-0.17348573,","0.031154128,",-0.26939157,-,fall,forward,lying,-,(angular,velocity).
"759063087000,","-0.17531833,","0.024740042,",-0.25900686,-,fall,forward,lying,-,(angular,velocity).
"759068052000,","-0.18936823,","0.02687807,",-0.25167647,-,fall,forward,lying,-,(angular,velocity).
"759073063000,","-0.19150625,","0.0290161,",-0.24862215,-,fall,forward,lying,-,(angular,velocity).
"759078075000,","-0.1872302,","0.021380283,",-0.24770586,-,fall,forward,lying,-,(angular,velocity).
"759082983000,","-0.18600847,","0.025961773,",-0.25167647,-,fall,forward,lying,-,(angular,velocity).
"759088020000,","-0.18112154,","0.03634648,",-0.25717425,-,fall,forward,lying,-,(angular,velocity).
"759092996000,","-0.1777618,","0.046120327,",-0.2678644,-,fall,forward,lying,-,(angular,velocity).
"759097946000,","-0.16890424,","0.049480084,",-0.2828306,-,fall,forward,lying,-,(angular,velocity).
"759102916000,","-0.16249016,","0.04184427,",-0.29810223,-,fall,forward,lying,-,(angular,velocity).
"759107862000,","-0.17256944,","0.03756821,",-0.31337386,-,fall,forward,lying,-,(angular,velocity).
"759112934000,","-0.17195857,","0.03176499,",-0.3210097,-,fall,forward,lying,-,(angular,velocity).
"759117870000,","-0.17837265,","0.02443461,",-0.33292156,-,fall,forward,lying,-,(angular,velocity).
"759122859000,","-0.18845193,","0.01282817,",-0.34055737,-,fall,forward,lying,-,(angular,velocity).
"759127855000,","-0.19303341,","0.016493361,",-0.35063666,-,fall,forward,lying,-,(angular,velocity).
"759132829000,","-0.204029,","0.01038471,",-0.3475823,-,fall,forward,lying,-,(angular,velocity).
"759137929000,","-0.21197024,","0.016493361,",-0.33444872,-,fall,forward,lying,-,(angular,velocity).
"759142861000,","-0.21105394,","0.03726278,",-0.3222314,-,fall,forward,lying,-,(angular,velocity).
"759147856000,","-0.20861048,","0.059253927,",-0.2959642,-,fall,forward,lying,-,(angular,velocity).
"759152853000,","-0.20005837,","0.0720821,",-0.27763826,-,fall,forward,lying,-,(angular,velocity).
"759157842000,","-0.18173242,","0.084910266,",-0.26511553,-,fall,forward,lying,-,(angular,velocity).
"759162921000,","-0.16249016,","0.086132,",-0.26450464,-,fall,forward,lying,-,(angular,velocity).
"759167912000,","-0.15027285,","0.08246681,",-0.25534168,-,fall,forward,lying,-,(angular,velocity).
"759172909000,","-0.1469131,","0.07819075,",-0.25809056,-,fall,forward,lying,-,(angular,velocity).
"759177911000,","-0.14569137,","0.06811147,",-0.26206118,-,fall,forward,lying,-,(angular,velocity).
"759182873000,","-0.13469578,","0.06963864,",-0.2602286,-,fall,forward,lying,-,(angular,velocity).
"759187925000,","-0.14263703,","0.07238753,",-0.25411993,-,fall,forward,lying,-,(angular,velocity).
"759192896000,","-0.13713925,","0.076052725,",-0.25534168,-,fall,forward,lying,-,(angular,velocity).
"759197883000,","-0.13897185,","0.076052725,",-0.26145032,-,fall,forward,lying,-,(angular,velocity).
"759202896000,","-0.13225232,","0.077579886,",-0.27458394,-,fall,forward,lying,-,(angular,velocity).
"759207898000,","-0.12492194,","0.06994407,",-0.28313604,-,fall,forward,lying,-,(angular,velocity).
"759212977000,","-0.13408493,","0.048258353,",-0.3051272,-,fall,forward,lying,-,(angular,velocity).
"759217977000,","-0.124311075,","0.03481932,",-0.3200934,-,fall,forward,lying,-,(angular,velocity).
"759223042000,","-0.13194689,","0.019242255,",-0.32345316,-,fall,forward,lying,-,(angular,velocity).
"759227959000,","-0.14080444,","0.0125227375,",-0.32803464,-,fall,forward,lying,-,(angular,velocity).
"759232959000,","-0.14538592,","0.002443461,",-0.31764993,-,fall,forward,lying,-,(angular,velocity).
"759238010000,","-0.1554652,","0.002443461,",-0.3109304,-,fall,forward,lying,-,(angular,velocity).
"759242941000,","-0.16035213,","0.010995574,",-0.2938262,-,fall,forward,lying,-,(angular,velocity).
"759247959000,","-0.15515977,","0.020158553,",-0.27305678,-,fall,forward,lying,-,(angular,velocity).
"759252882000,","-0.16310102,","0.032986723,",-0.24740042,-,fall,forward,lying,-,(angular,velocity).
"759257921000,","-0.16982053,","0.040011674,",-0.22174409,-,fall,forward,lying,-,(angular,velocity).
"759262994000,","-0.1563815,","0.054367006,",-0.20463985,-,fall,forward,lying,-,(angular,velocity).
"759268166000,","-0.14996742,","0.067500606,",-0.19364429,-,fall,forward,lying,-,(angular,velocity).
"759273020000,","-0.14752395,","0.07574729,",-0.19547687,-,fall,forward,lying,-,(angular,velocity).
"759278008000,","-0.12308934,","0.07849618,",-0.19364429,-,fall,forward,lying,-,(angular,velocity).
"759282959000,","-0.11759156,","0.08552113,",-0.20189096,-,fall,forward,lying,-,(angular,velocity).
"759287986000,","-0.12370021,","0.0870483,",-0.20097467,-,fall,forward,lying,-,(angular,velocity).
"759292980000,","-0.11575896,","0.087659165,",-0.19456059,-,fall,forward,lying,-,(angular,velocity).
"759297958000,","-0.12003502,","0.09010262,",-0.19333886,-,fall,forward,lying,-,(angular,velocity).
"759302959000,","-0.1160644,","0.08246681,",-0.19272798,-,fall,forward,lying,-,(angular,velocity).
"759307947000,","-0.13469578,","0.07696902,",-0.18906279,-,fall,forward,lying,-,(angular,velocity).
"759313064000,","-0.13408493,","0.06627888,",-0.19058995,-,fall,forward,lying,-,(angular,velocity).
"759318003000,","-0.13652839,","0.058643065,",-0.18784106,-,fall,forward,lying,-,(angular,velocity).
"759323022000,","-0.14508049,","0.044898596,",-0.19608775,-,fall,forward,lying,-,(angular,velocity).
"759327995000,","-0.14996742,","0.03359759,",-0.19547687,-,fall,forward,lying,-,(angular,velocity).
"759332981000,","-0.13316862,","0.035430185,",-0.19394971,-,fall,forward,lying,-,(angular,velocity).
"759337980000,","-0.12308934,","0.042455133,",-0.1863139,-,fall,forward,lying,-,(angular,velocity).
"759343006000,","-0.11789699,","0.06383542,",-0.18692477,-,fall,forward,lying,-,(angular,velocity).
"759347981000,","-0.10781772,","0.07391469,",-0.19272798,-,fall,forward,lying,-,(angular,velocity).
"759353000000,","-0.079107046,","0.07941248,",-0.19333886,-,fall,forward,lying,-,(angular,velocity).
"759357964000,","-0.06688975,","0.1001819,",-0.18967366,-,fall,forward,lying,-,(angular,velocity).
"759363023000,","-0.05955936,","0.09101892,",-0.18417588,-,fall,forward,lying,-,(angular,velocity).
"759368021000,","-0.057421334,","0.08857546,",-0.17745635,-,fall,forward,lying,-,(angular,velocity).
"759372939000,","-0.06383542,","0.06414085,",-0.16920967,-,fall,forward,lying,-,(angular,velocity).
"759378007000,","-0.06688975,","0.05589417,",-0.16035213,-,fall,forward,lying,-,(angular,velocity).
"759383010000,","-0.077579886,","0.040927973,",-0.15760323,-,fall,forward,lying,-,(angular,velocity).
"759388007000,","-0.06963864,","0.03634648,",-0.15515977,-,fall,forward,lying,-,(angular,velocity).
"759392974000,","-0.08002335,","0.032375857,",-0.1423316,-,fall,forward,lying,-,(angular,velocity).
"759397948000,","-0.08307768,","0.020463986,",-0.12095132,-,fall,forward,lying,-,(angular,velocity).
"759402941000,","-0.070249505,","0.018020526,",-0.11178834,-,fall,forward,lying,-,(angular,velocity).
"759407939000,","-0.062002823,","0.0061086523,",-0.09682214,-,fall,forward,lying,-,(angular,velocity).
"759414235000,","-0.05497787,","-0.015577064,",-0.05589417,-,fall,forward,lying,-,(angular,velocity).
"759418208000,","-0.03756821,","-0.020463986,",-0.046731193,-,fall,forward,lying,-,(angular,velocity).
"759422963000,","-0.032375857,","-0.044593163,",-0.0421497,-,fall,forward,lying,-,(angular,velocity).
"759427945000,","-0.017104227,","-0.043066,",-0.04184427,-,fall,forward,lying,-,(angular,velocity).
"759432942000,","-0.0061086523,","-0.046120327,",-0.03756821,-,fall,forward,lying,-,(angular,velocity).
"759437958000,","-0.0018325958,","-0.05100725,",-0.028099801,-,fall,forward,lying,-,(angular,velocity).
"759442970000,","0.010995574,","-0.06047566,",-0.018325957,-,fall,forward,lying,-,(angular,velocity).
"759448436000,","0.01863139,","-0.06261369,",-0.02321288,-,fall,forward,lying,-,(angular,velocity).
"759453015000,","0.029321533,","-0.06719518,",-0.025045475,-,fall,forward,lying,-,(angular,velocity).
"759457985000,","0.023823744,","-0.06414085,",-0.027183503,-,fall,forward,lying,-,(angular,velocity).
"759462995000,","0.028710667,","-0.067500606,",-0.025350908,-,fall,forward,lying,-,(angular,velocity).
