#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-1.0177015,","0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#datetime:,29/05/2013,14:16:16,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
##########################################,"-1.0177015,","0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#activity:,4,-,jum,-,jumping,-,30s,axes,(angular,velocity).
#subject,id:,7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#first,name:,sub7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#last,name:,sub7,-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#age:,25,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#height(cm):,189,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#weight(kg):,80,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
#gender:,male,"0.011301007,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
"4056223287000,","-1.3912456,","0.052534413,",-0.064751714,-,jumping,-,30s,axes,(angular,velocity).
"4056228362000,","-1.3353515,","9.162979e-4,",-0.13836098,-,jumping,-,30s,axes,(angular,velocity).
"4056233307000,","-1.2592987,","-0.071776666,",-0.19120082,-,jumping,-,30s,axes,(angular,velocity).
"4056238637000,","-1.215011,","-0.15241088,",-0.24740042,-,jumping,-,30s,axes,(angular,velocity).
"4056243330000,","-1.1780536,","-0.19883664,",-0.28496864,-,jumping,-,30s,axes,(angular,velocity).
"4056248281000,","-1.1636983,","-0.3268129,",-0.30787608,-,jumping,-,30s,axes,(angular,velocity).
"4056253308000,","-1.1429288,","-0.5009095,",-0.33750305,-,jumping,-,30s,axes,(angular,velocity).
"4056258359000,","-1.1337659,","-0.6768387,",-0.37904188,-,jumping,-,30s,axes,(angular,velocity).
"4056263306000,","-1.135293,","-0.8213083,",-0.42210788,-,jumping,-,30s,axes,(angular,velocity).
"4056268296000,","-1.1749994,","-1.0210613,",-0.453262,-,jumping,-,30s,axes,(angular,velocity).
"4056273256000,","-1.2040154,","-1.3460416,",-0.43493605,-,jumping,-,30s,axes,(angular,velocity).
"4056278320000,","-1.2177598,","-1.8176296,",-0.33933565,-,jumping,-,30s,axes,(angular,velocity).
"4056283377000,","-1.2412782,","-2.5152376,",-0.21380283,-,jumping,-,30s,axes,(angular,velocity).
"4056288284000,","-1.2712106,","-3.5027013,",-0.08857546,-,jumping,-,30s,axes,(angular,velocity).
"4056293332000,","-1.4590516,","-4.651128,",0.040927973,-,jumping,-,30s,axes,(angular,velocity).
"4056298355000,","-1.8952094,","-5.339573,",0.21380283,-,jumping,-,30s,axes,(angular,velocity).
"4056303310000,","-2.3988678,","-5.074152,",0.42638394,-,jumping,-,30s,axes,(angular,velocity).
"4056308374000,","-2.653904,","-4.064392,",0.5390886,-,jumping,-,30s,axes,(angular,velocity).
"4056313335000,","-2.6322184,","-2.8252518,",0.4364632,-,jumping,-,30s,axes,(angular,velocity).
"4056318297000,","-2.5439484,","-1.5228871,",0.2724459,-,jumping,-,30s,axes,(angular,velocity).
"4056323334000,","-2.4217753,","-0.23671028,",0.12858713,-,jumping,-,30s,axes,(angular,velocity).
"4056328289000,","-2.069917,","0.7675522,",0.040011674,-,jumping,-,30s,axes,(angular,velocity).
"4056333348000,","-1.4141531,","1.1814134,",0.116675265,-,jumping,-,30s,axes,(angular,velocity).
"4056338341000,","-0.7654142,","1.128879,",0.37812558,-,jumping,-,30s,axes,(angular,velocity).
"4056343324000,","-0.6084218,","0.6750061,",0.571159,-,jumping,-,30s,axes,(angular,velocity).
"4056348337000,","-0.8356637,","0.48563787,",0.8732319,-,jumping,-,30s,axes,(angular,velocity).
"4056353360000,","-1.6465873,","0.79412484,",0.7874053,-,jumping,-,30s,axes,(angular,velocity).
"4056358522000,","-2.2489004,","1.29198,",0.5290093,-,jumping,-,30s,axes,(angular,velocity).
"4056363313000,","-2.3441954,","1.8127426,",0.24801129,-,jumping,-,30s,axes,(angular,velocity).
"4056368360000,","-2.2296581,","1.9660698,",-0.006414085,-,jumping,-,30s,axes,(angular,velocity).
"4056373260000,","-2.200642,","1.5653422,",-0.09285152,-,jumping,-,30s,axes,(angular,velocity).
"4056378312000,","-2.209805,","0.852157,",-0.03573562,-,jumping,-,30s,axes,(angular,velocity).
"4056383304000,","-2.1355848,","0.38423425,",0.032986723,-,jumping,-,30s,axes,(angular,velocity).
"4056388276000,","-1.9651535,","0.38056904,",-0.055588737,-,jumping,-,30s,axes,(angular,velocity).
"4056393312000,","-1.6743816,","0.4999932,",-0.21074851,-,jumping,-,30s,axes,(angular,velocity).
"4056398350000,","-1.2638801,","0.40042216,",-0.2773328,-,jumping,-,30s,axes,(angular,velocity).
"4056403359000,","-0.88361657,","0.11178834,",-0.21868975,-,jumping,-,30s,axes,(angular,velocity).
"4056408518000,","-0.6178902,","-0.2003638,",-0.058948494,-,jumping,-,30s,axes,(angular,velocity).
"4056413296000,","-0.39553526,","-0.40408736,",0.076052725,-,jumping,-,30s,axes,(angular,velocity).
"4056418348000,","-0.07666359,","-0.4196644,",0.19761491,-,jumping,-,30s,axes,(angular,velocity).
"4056423333000,","0.32375857,","-0.2770274,",0.30451632,-,jumping,-,30s,axes,(angular,velocity).
"4056428311000,","0.7357872,","-0.033292156,",0.41050145,-,jumping,-,30s,axes,(angular,velocity).
"4056433336000,","1.0845913,","0.21624629,",0.52320606,-,jumping,-,30s,axes,(angular,velocity).
"4056438258000,","1.3909402,","0.32528573,",0.57971114,-,jumping,-,30s,axes,(angular,velocity).
"4056443382000,","1.5326608,","0.53023106,",0.66737026,-,jumping,-,30s,axes,(angular,velocity).
"4056448365000,","1.8044959,","0.700357,",0.72204274,-,jumping,-,30s,axes,(angular,velocity).
"4056453518000,","2.0100522,","0.7861836,",0.7076874,-,jumping,-,30s,axes,(angular,velocity).
"4056458422000,","2.1572707,","0.8136725,",0.6478226,-,jumping,-,30s,axes,(angular,velocity).
"4056463317000,","2.2837198,","0.84238315,",0.56169057,-,jumping,-,30s,axes,(angular,velocity).
"4056468306000,","2.42147,","0.8567385,",0.43493605,-,jumping,-,30s,axes,(angular,velocity).
"4056473291000,","2.5970936,","0.8240572,",0.34116822,-,jumping,-,30s,axes,(angular,velocity).
"4056478302000,","2.7382035,","0.73426,",0.28863382,-,jumping,-,30s,axes,(angular,velocity).
"4056483329000,","2.8356364,","0.5717699,",0.24373524,-,jumping,-,30s,axes,(angular,velocity).
"4056488294000,","2.8573222,","0.35002577,",0.18173242,-,jumping,-,30s,axes,(angular,velocity).
"4056493330000,","2.8542678,","0.09621128,",0.13072516,-,jumping,-,30s,axes,(angular,velocity).
"4056498452000,","2.8243356,","-0.09865474,",0.07360926,-,jumping,-,30s,axes,(angular,velocity).
"4056503359000,","2.7910433,","-0.24251351,",-0.029626964,-,jumping,-,30s,axes,(angular,velocity).
"4056508521000,","2.7855456,","-0.3387248,",-0.15485434,-,jumping,-,30s,axes,(angular,velocity).
"4056513483000,","2.8096747,","-0.3576616,",-0.3005457,-,jumping,-,30s,axes,(angular,velocity).
"4056518299000,","2.81334,","-0.33200526,",-0.46089783,-,jumping,-,30s,axes,(angular,velocity).
"4056523277000,","2.808453,","-0.26053402,",-0.59650993,-,jumping,-,30s,axes,(angular,velocity).
"4056528308000,","2.785851,","-0.16920967,",-0.6740898,-,jumping,-,30s,axes,(angular,velocity).
"4056533374000,","2.7601945,","-0.03604105,",-0.7131852,-,jumping,-,30s,axes,(angular,velocity).
"4056538576000,","2.7397306,","0.12461651,",-0.72418076,-,jumping,-,30s,axes,(angular,velocity).
"4056543325000,","2.755613,","0.23151793,",-0.71959925,-,jumping,-,30s,axes,(angular,velocity).
"4056548415000,","2.7595837,","0.47250426,",-0.6945538,-,jumping,-,30s,axes,(angular,velocity).
"4056553304000,","2.7843237,","0.74006325,",-0.65270954,-,jumping,-,30s,axes,(angular,velocity).
"4056558588000,","2.7782152,","1.0201449,",-0.59528816,-,jumping,-,30s,axes,(angular,velocity).
"4056563320000,","2.7467556,","1.289842,",-0.50915617,-,jumping,-,30s,axes,(angular,velocity).
"4056568317000,","2.685058,","1.5311338,",-0.39492437,-,jumping,-,30s,axes,(angular,velocity).
"4056573279000,","2.5854871,","1.7513506,",-0.29138273,-,jumping,-,30s,axes,(angular,velocity).
"4056578319000,","2.466063,","1.9297233,",-0.19120082,-,jumping,-,30s,axes,(angular,velocity).
"4056583538000,","2.3264804,","2.071444,",-0.11575896,-,jumping,-,30s,axes,(angular,velocity).
"4056588288000,","2.1316142,","2.150551,",-0.06994407,-,jumping,-,30s,axes,(angular,velocity).
"4056593366000,","1.8811595,","2.1468859,",-0.063224554,-,jumping,-,30s,axes,(angular,velocity).
"4056598398000,","1.6190983,","2.0732768,",-0.06078109,-,jumping,-,30s,axes,(angular,velocity).
"4056603335000,","1.3277156,","1.9712621,",-0.062308256,-,jumping,-,30s,axes,(angular,velocity).
"4056608429000,","1.0311406,","1.8881844,",-0.0870483,-,jumping,-,30s,axes,(angular,velocity).
"4056613335000,","0.8017606,","1.8081611,",-0.12308934,-,jumping,-,30s,axes,(angular,velocity).
"4056618305000,","0.6411031,","1.7327193,",-0.16798794,-,jumping,-,30s,axes,(angular,velocity).
"4056623340000,","0.52626044,","1.666135,",-0.21685717,-,jumping,-,30s,axes,(angular,velocity).
"4056628341000,","0.48441613,","1.6029104,",-0.23518312,-,jumping,-,30s,axes,(angular,velocity).
"4056633321000,","0.47800204,","1.5900823,",-0.25595254,-,jumping,-,30s,axes,(angular,velocity).
"4056638589000,","0.4465425,","1.5005904,",-0.3036,-,jumping,-,30s,axes,(angular,velocity).
"4056643326000,","0.3717115,","1.4483615,",-0.31520647,-,jumping,-,30s,axes,(angular,velocity).
"4056648559000,","0.31612277,","1.31672,",-0.32467487,-,jumping,-,30s,axes,(angular,velocity).
"4056653340000,","0.1853976,","1.0852021,",-0.30818152,-,jumping,-,30s,axes,(angular,velocity).
"4056658560000,","0.02107485,","0.74372846,",-0.2602286,-,jumping,-,30s,axes,(angular,velocity).
"4056663375000,","-0.172264,","0.30390546,",-0.19425514,-,jumping,-,30s,axes,(angular,velocity).
"4056668343000,","-0.3680463,","-0.18173242,",-0.12492194,-,jumping,-,30s,axes,(angular,velocity).
"4056673310000,","-0.61666846,","-0.68294734,",-0.04520403,-,jumping,-,30s,axes,(angular,velocity).
"4056678359000,","-0.90194255,","-1.1395692,",0.03604105,-,jumping,-,30s,axes,(angular,velocity).
"4056683275000,","-1.1890492,","-1.5274686,",0.13072516,-,jumping,-,30s,axes,(angular,velocity).
"4056688338000,","-1.4825699,","-1.7757853,",0.23609942,-,jumping,-,30s,axes,(angular,velocity).
"4056693326000,","-1.7571539,","-1.851838,",0.33628133,-,jumping,-,30s,axes,(angular,velocity).
"4056698358000,","-1.988061,","-1.7278323,",0.4251622,-,jumping,-,30s,axes,(angular,velocity).
"4056703398000,","-2.1673498,","-1.4364496,",0.5045747,-,jumping,-,30s,axes,(angular,velocity).
"4056708572000,","-2.24157,","-1.0296134,",0.57726765,-,jumping,-,30s,axes,(angular,velocity).
"4056713328000,","-2.2504275,","-0.56505036,",0.6249151,-,jumping,-,30s,axes,(angular,velocity).
"4056718295000,","-2.196977,","-0.11759156,",0.68600166,-,jumping,-,30s,axes,(angular,velocity).
"4056723344000,","-2.137723,","0.25900686,",0.73273283,-,jumping,-,30s,axes,(angular,velocity).
"4056728907000,","-2.0708332,","0.52503866,",0.7504479,-,jumping,-,30s,axes,(angular,velocity).
"4056733367000,","-2.031127,","0.59986967,",0.75136423,-,jumping,-,30s,axes,(angular,velocity).
"4056738267000,","-2.0024164,","0.6637051,",0.7425067,-,jumping,-,30s,axes,(angular,velocity).
"4056743350000,","-1.9776763,","0.6026186,",0.71776664,-,jumping,-,30s,axes,(angular,velocity).
"4056748482000,","-1.9456058,","0.48075095,",0.6640105,-,jumping,-,30s,axes,(angular,velocity).
"4056753285000,","-1.9303342,","0.35155296,",0.6246097,-,jumping,-,30s,axes,(angular,velocity).
"4056758323000,","-1.9113973,","0.19914207,",0.5571091,-,jumping,-,30s,axes,(angular,velocity).
"4056763310000,","-1.8509218,","0.011301007,",0.4990769,-,jumping,-,30s,axes,(angular,velocity).
"4056768328000,","-1.7608191,","-0.14049901,",0.4550946,-,jumping,-,30s,axes,(angular,velocity).
"4056773327000,","-1.649947,","-0.20952678,",0.41172317,-,jumping,-,30s,axes,(angular,velocity).
"4056778363000,","-1.534188,","-0.20769419,",0.37232238,-,jumping,-,30s,axes,(angular,velocity).
"4056783324000,","-1.4300356,","-0.17012598,",0.35155296,-,jumping,-,30s,axes,(angular,velocity).
"4056788345000,","-1.3243558,","-0.089491755,",0.34666604,-,jumping,-,30s,axes,(angular,velocity).
"4056793338000,","-1.2284501,","-0.032986723,",0.31642818,-,jumping,-,30s,axes,(angular,velocity).
"4056798448000,","-1.1850786,","-0.017104227,",0.2742785,-,jumping,-,30s,axes,(angular,velocity).
"4056803335000,","-1.1835514,","-0.07544186,",0.20433442,-,jumping,-,30s,axes,(angular,velocity).
"4056808460000,","-1.2516629,","-0.23579398,",0.1328632,-,jumping,-,30s,axes,(angular,velocity).
"4056813313000,","-1.3881912,","-0.473726,",0.0580322,-,jumping,-,30s,axes,(angular,velocity).
"4056818367000,","-1.5567901,","-0.79504114,",0.0030543262,-,jumping,-,30s,axes,(angular,velocity).
"4056823340000,","-1.7311921,","-1.2064588,",-0.021991149,-,jumping,-,30s,axes,(angular,velocity).
"4056828389000,","-1.8619173,","-1.7366899,",-0.015882496,-,jumping,-,30s,axes,(angular,velocity).
"4056833418000,","-1.9294178,","-2.055867,",0.022602014,-,jumping,-,30s,axes,(angular,velocity).
"4056838299000,","-1.9498819,","-2.82403,",0.05009095,-,jumping,-,30s,axes,(angular,velocity).
"4056843325000,","-1.969735,","-3.6603045,",0.11942416,-,jumping,-,30s,axes,(angular,velocity).
"4056848425000,","-2.0317378,","-4.2919393,",0.16493362,-,jumping,-,30s,axes,(angular,velocity).
"4056853485000,","-2.05098,","-4.4553456,",0.17012598,-,jumping,-,30s,axes,(angular,velocity).
"4056858267000,","-2.0320432,","-3.9315288,",0.16340645,-,jumping,-,30s,axes,(angular,velocity).
"4056863326000,","-2.0048597,","-2.7956247,",0.17654006,-,jumping,-,30s,axes,(angular,velocity).
"4056868294000,","-1.9969184,","-1.4068227,",0.23609942,-,jumping,-,30s,axes,(angular,velocity).
"4056873378000,","-2.0576997,","-0.1554652,",0.41080686,-,jumping,-,30s,axes,(angular,velocity).
"4056878769000,","-2.1746802,","0.5152648,",0.7480045,-,jumping,-,30s,axes,(angular,velocity).
"4056883356000,","-2.1649065,","0.44165558,",1.104139,-,jumping,-,30s,axes,(angular,velocity).
"4056888358000,","-2.1719313,","-0.012217305,",1.1414018,-,jumping,-,30s,axes,(angular,velocity).
"4056893325000,","-2.563496,","0.09682214,",0.7788532,-,jumping,-,30s,axes,(angular,velocity).
"4056898363000,","-3.0445523,","1.2061534,",0.3848451,-,jumping,-,30s,axes,(angular,velocity).
"4056903223000,","-2.8948903,","2.6481009,",-0.076358154,-,jumping,-,30s,axes,(angular,velocity).
"4056908264000,","-2.1545217,","3.5592062,",-0.4709771,-,jumping,-,30s,axes,(angular,velocity).
"4056913239000,","-1.353372,","3.5940256,",-0.66339964,-,jumping,-,30s,axes,(angular,velocity).
"4056918242000,","-0.80909103,","2.820365,",-0.63316184,-,jumping,-,30s,axes,(angular,velocity).
"4056923219000,","-0.51068336,","2.1636846,",-0.49693888,-,jumping,-,30s,axes,(angular,velocity).
"4056928239000,","-0.3371976,","0.6722572,",-0.4166101,-,jumping,-,30s,axes,(angular,velocity).
"4056933213000,","-0.27366763,","-0.48197266,",-0.27977628,-,jumping,-,30s,axes,(angular,velocity).
"4056938235000,","-0.1282817,","-1.0467176,",-0.22449298,-,jumping,-,30s,axes,(angular,velocity).
"4056943187000,","0.14019357,","-0.9841039,",-0.25137106,-,jumping,-,30s,axes,(angular,velocity).
"4056948218000,","0.57757306,","-0.48075095,",-0.28344148,-,jumping,-,30s,axes,(angular,velocity).
"4056953206000,","1.0659598,","0.09162979,",-0.27488935,-,jumping,-,30s,axes,(angular,velocity).
"4056958236000,","1.5479325,","0.505491,",-0.19792034,-,jumping,-,30s,axes,(angular,velocity).
"4056963248000,","1.9370537,","0.67347896,",-0.07360926,-,jumping,-,30s,axes,(angular,velocity).
"4056968213000,","2.250122,","0.6178902,",0.08582657,-,jumping,-,30s,axes,(angular,velocity).
"4056973180000,","2.493552,","0.42821655,",0.2501493,-,jumping,-,30s,axes,(angular,velocity).
"4056978210000,","2.6621506,","0.12370021,",0.35888332,-,jumping,-,30s,axes,(angular,velocity).
"4056983171000,","2.8102856,","-0.20433442,",0.39461896,-,jumping,-,30s,axes,(angular,velocity).
"4056988214000,","2.9391782,","-0.48533243,",0.376293,-,jumping,-,30s,axes,(angular,velocity).
"4056993166000,","3.0326405,","-0.75716746,",0.29626966,-,jumping,-,30s,axes,(angular,velocity).
"4056998185000,","3.090062,","-0.9660834,",0.16920967,-,jumping,-,30s,axes,(angular,velocity).
"4057003145000,","3.1279354,","-1.1221595,",0.005497787,-,jumping,-,30s,axes,(angular,velocity).
"4057008339000,","3.1227431,","-1.2663237,",-0.15210545,-,jumping,-,30s,axes,(angular,velocity).
"4057013202000,","3.0769281,","-1.2654073,",-0.35796702,-,jumping,-,30s,axes,(angular,velocity).
"4057018177000,","3.0799825,","-1.1725558,",-0.5467244,-,jumping,-,30s,axes,(angular,velocity).
"4057023156000,","3.1453452,","-1.1255192,",-0.625526,-,jumping,-,30s,axes,(angular,velocity).
"4057028210000,","3.1795535,","-1.0671816,",-0.75594574,-,jumping,-,30s,axes,(angular,velocity).
"4057033199000,","3.236975,","-1.0231993,",-0.8695667,-,jumping,-,30s,axes,(angular,velocity).
"4057038175000,","3.2696562,","-0.94134337,",-0.96486163,-,jumping,-,30s,axes,(angular,velocity).
"4057043296000,","3.2406402,","-0.8268061,",-1.0146471,-,jumping,-,30s,axes,(angular,velocity).
"4057048166000,","3.2100968,","-0.6417139,",-1.0152581,-,jumping,-,30s,axes,(angular,velocity).
"4057053160000,","3.1905491,","-0.4111123,",-0.99082345,-,jumping,-,30s,axes,(angular,velocity).
"4057058169000,","3.1810808,","-0.14538592,",-0.9437868,-,jumping,-,30s,axes,(angular,velocity).
"4057063236000,","3.1422908,","0.10262536,",-0.8961393,-,jumping,-,30s,axes,(angular,velocity).
"4057068159000,","3.0903673,","0.31581733,",-0.8359691,-,jumping,-,30s,axes,(angular,velocity).
"4057073159000,","2.9721649,","0.47525316,",-0.7620544,-,jumping,-,30s,axes,(angular,velocity).
"4057078185000,","2.820365,","0.62796944,",-0.6579019,-,jumping,-,30s,axes,(angular,velocity).
"4057083191000,","2.6456573,","0.83108217,",-0.5503896,-,jumping,-,30s,axes,(angular,velocity).
"4057088173000,","2.456289,","1.1624765,",-0.46028697,-,jumping,-,30s,axes,(angular,velocity).
"4057093176000,","2.2650883,","1.6362026,",-0.3830125,-,jumping,-,30s,axes,(angular,velocity).
"4057098181000,","2.0766363,","2.2452352,",-0.29718593,-,jumping,-,30s,axes,(angular,velocity).
"4057103216000,","1.8756617,","2.8475482,",-0.22266038,-,jumping,-,30s,axes,(angular,velocity).
"4057108291000,","1.6496416,","3.4190128,",-0.1591304,-,jumping,-,30s,axes,(angular,velocity).
"4057113496000,","1.3967434,","3.8768563,",-0.12461651,-,jumping,-,30s,axes,(angular,velocity).
"4057118177000,","1.1869112,","4.0259075,",-0.12217305,-,jumping,-,30s,axes,(angular,velocity).
"4057123383000,","1.0122037,","4.131282,",-0.1572978,-,jumping,-,30s,axes,(angular,velocity).
"4057128255000,","0.82833326,","4.044539,",-0.1704314,-,jumping,-,30s,axes,(angular,velocity).
"4057133238000,","0.74006325,","3.6935966,",-0.20341812,-,jumping,-,30s,axes,(angular,velocity).
"4057138255000,","0.54825157,","3.143207,",-0.23426682,-,jumping,-,30s,axes,(angular,velocity).
"4057143271000,","0.35827246,","2.4920247,",-0.24312437,-,jumping,-,30s,axes,(angular,velocity).
"4057148288000,","0.17715092,","1.8777997,",-0.23823744,-,jumping,-,30s,axes,(angular,velocity).
"4057153254000,","-0.015882496,","1.4013249,",-0.21655174,-,jumping,-,30s,axes,(angular,velocity).
"4057158474000,","-0.16187929,","1.0577132,",-0.19242255,-,jumping,-,30s,axes,(angular,velocity).
"4057163329000,","-0.28955013,","0.78038037,",-0.16890424,-,jumping,-,30s,axes,(angular,velocity).
"4057168322000,","-0.39828414,","0.47861293,",-0.10629055,-,jumping,-,30s,axes,(angular,velocity).
"4057173289000,","-0.5018258,","0.13041973,",-0.034513887,-,jumping,-,30s,axes,(angular,velocity).
"4057178260000,","-0.6411031,","-0.30451632,",0.04886922,-,jumping,-,30s,axes,(angular,velocity).
"4057183261000,","-0.8481864,","-0.77763146,",0.12644911,-,jumping,-,30s,axes,(angular,velocity).
"4057188225000,","-1.1203269,","-1.1823297,",0.20250183,-,jumping,-,30s,axes,(angular,velocity).
"4057193292000,","-1.4147639,","-1.4914275,",0.29443705,-,jumping,-,30s,axes,(angular,velocity).
"4057198339000,","-1.6859881,","-1.6963727,",0.38362336,-,jumping,-,30s,axes,(angular,velocity).
"4057203290000,","-1.8985692,","-1.820073,",0.4709771,-,jumping,-,30s,axes,(angular,velocity).
"4057208407000,","-2.0323486,","-1.847562,",0.5222898,-,jumping,-,30s,axes,(angular,velocity).
"4057213358000,","-2.0909917,","-1.7189748,",0.5540548,-,jumping,-,30s,axes,(angular,velocity).
"4057218353000,","-2.094657,","-1.4706581,",0.5839872,-,jumping,-,30s,axes,(angular,velocity).
"4057223293000,","-2.0711386,","-1.3133603,",0.59803706,-,jumping,-,30s,axes,(angular,velocity).
"4057228345000,","-2.0619757,","-0.9602802,",0.6246097,-,jumping,-,30s,axes,(angular,velocity).
"4057233687000,","-2.0421226,","-0.5870415,",0.6609562,-,jumping,-,30s,axes,(angular,velocity).
"4057238343000,","-1.9822577,","-0.2947425,",0.6603453,-,jumping,-,30s,axes,(angular,velocity).
"4057243338000,","-1.9468275,","-0.103847094,",0.6404922,-,jumping,-,30s,axes,(angular,velocity).
"4057248455000,","-1.9071213,","0.034513887,",0.5821546,-,jumping,-,30s,axes,(angular,velocity).
"4057253352000,","-1.8811595,","0.13927728,",0.50610185,-,jumping,-,30s,axes,(angular,velocity).
"4057258366000,","-1.8304577,","0.1600467,",0.42821655,-,jumping,-,30s,axes,(angular,velocity).
"4057263367000,","-1.7751744,","0.17806722,",0.3659083,-,jumping,-,30s,axes,(angular,velocity).
"4057268284000,","-1.7470746,","0.20586158,",0.3023783,-,jumping,-,30s,axes,(angular,velocity).
"4057273348000,","-1.7379116,","0.24923302,",0.2415972,-,jumping,-,30s,axes,(angular,velocity).
"4057278290000,","-1.7403551,","0.2941316,",0.18142697,-,jumping,-,30s,axes,(angular,velocity).
"4057283317000,","-1.7437148,","0.3539964,",0.1423316,-,jumping,-,30s,axes,(angular,velocity).
"4057288317000,","-1.7333301,","0.41813725,",0.12156218,-,jumping,-,30s,axes,(angular,velocity).
"4057293338000,","-1.6994271,","0.46578476,",0.09712757,-,jumping,-,30s,axes,(angular,velocity).
"4057298505000,","-1.6392568,","0.505491,",0.07147124,-,jumping,-,30s,axes,(angular,velocity).
"4057303477000,","-1.5735888,","0.50426924,",0.038179077,-,jumping,-,30s,axes,(angular,velocity).
"4057308281000,","-1.50731,","0.47525316,",-0.007941248,-,jumping,-,30s,axes,(angular,velocity).
"4057313308000,","-1.4343116,","0.4266894,",-0.058643065,-,jumping,-,30s,axes,(angular,velocity).
"4057318305000,","-1.3775011,","0.39584067,",-0.12461651,-,jumping,-,30s,axes,(angular,velocity).
"4057323272000,","-1.3322971,","0.32528573,",-0.14721853,-,jumping,-,30s,axes,(angular,velocity).
"4057328313000,","-1.3283265,","0.22876903,",-0.19914207,-,jumping,-,30s,axes,(angular,velocity).
"4057333369000,","-1.348485,","0.0888809,",-0.24007004,-,jumping,-,30s,axes,(angular,velocity).
"4057338336000,","-1.4132367,","-0.10140363,",-0.2782491,-,jumping,-,30s,axes,(angular,velocity).
"4057343309000,","-1.5360206,","-0.34605515,",-0.3549127,-,jumping,-,30s,axes,(angular,velocity).
"4057348324000,","-1.6410894,","-0.68416905,",-0.48258355,-,jumping,-,30s,axes,(angular,velocity).
"4057353358000,","-1.7073684,","-1.1499538,",-0.63132924,-,jumping,-,30s,axes,(angular,velocity).
"4057358356000,","-1.6893479,","-1.8164078,",-0.73456544,-,jumping,-,30s,axes,(angular,velocity).
"4057363376000,","-1.6398678,","-2.6670377,",-0.7257079,-,jumping,-,30s,axes,(angular,velocity).
"4057368407000,","-1.6884315,","-3.5888333,",-0.5717699,-,jumping,-,30s,axes,(angular,velocity).
"4057373300000,","-1.9071213,","-4.3957863,",-0.36835176,-,jumping,-,30s,axes,(angular,velocity).
"4057378316000,","-2.245846,","-4.759251,",-0.16187929,-,jumping,-,30s,axes,(angular,velocity).
"4057383317000,","-2.5418103,","-4.2626176,",0.0067195175,-,jumping,-,30s,axes,(angular,velocity).
"4057388300000,","-2.5244007,","-2.9626966,",0.14446963,-,jumping,-,30s,axes,(angular,velocity).
"4057393328000,","-2.0717494,","-1.5485435,",0.27275133,-,jumping,-,30s,axes,(angular,velocity).
"4057398300000,","-1.5873333,","-0.51068336,",0.33169982,-,jumping,-,30s,axes,(angular,velocity).
"4057403307000,","-1.3261884,","0.14966199,",0.3323107,-,jumping,-,30s,axes,(angular,velocity).
"4057408301000,","-1.0891727,","0.5222898,",0.17531833,-,jumping,-,30s,axes,(angular,velocity).
"4057413331000,","-0.8164214,","0.77274454,",-0.14630222,-,jumping,-,30s,axes,(angular,velocity).
"4057418603000,","-0.39736784,","0.9092729,",-0.50885075,-,jumping,-,30s,axes,(angular,velocity).
"4057423295000,","-0.07544186,","0.91996306,",-0.64873886,-,jumping,-,30s,axes,(angular,velocity).
"4057428568000,","-0.110872045,","0.94806284,",-0.79076505,-,jumping,-,30s,axes,(angular,velocity).
"4057433345000,","-0.65393126,","1.3973542,",-0.8014552,-,jumping,-,30s,axes,(angular,velocity).
"4057438347000,","-1.2855659,","1.7510452,",-0.89552844,-,jumping,-,30s,axes,(angular,velocity).
"4057443529000,","-1.4141531,","1.1142182,",-1.2281445,-,jumping,-,30s,axes,(angular,velocity).
"4057448430000,","-1.4749341,","0.0018325958,",-1.5683966,-,jumping,-,30s,axes,(angular,velocity).
"4057453401000,","-1.666135,","-1.0299188,",-1.756543,-,jumping,-,30s,axes,(angular,velocity).
"4057458569000,","-1.765706,","-1.8329011,",-1.8069394,-,jumping,-,30s,axes,(angular,velocity).
"4057463328000,","-1.7107282,","-2.2992969,",-1.7235563,-,jumping,-,30s,axes,(angular,velocity).
"4057468307000,","-1.5192219,","-2.270586,",-1.5570955,-,jumping,-,30s,axes,(angular,velocity).
"4057473281000,","-1.149343,","-1.6612481,",-1.4437801,-,jumping,-,30s,axes,(angular,velocity).
"4057478347000,","-0.6637051,","-0.766025,",-1.3432927,-,jumping,-,30s,axes,(angular,velocity).
"4057483289000,","-0.13805555,","0.050396383,",-1.2159272,-,jumping,-,30s,axes,(angular,velocity).
"4057488334000,","0.4266894,","0.6218608,",-1.0051788,-,jumping,-,30s,axes,(angular,velocity).
"4057493331000,","0.97341377,","0.9184359,",-0.64568454,-,jumping,-,30s,axes,(angular,velocity).
"4057498330000,","1.3594806,","0.98837996,",-0.1872302,-,jumping,-,30s,axes,(angular,velocity).
"4057503308000,","1.5931365,","0.8784242,",0.3136793,-,jumping,-,30s,axes,(angular,velocity).
