#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#datetime:,28/05/2013,10:34:59,-0.5650316,-,jogging,-,30s,(including,gravity).
##########################################,"0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#activity:,3,-,jog,-,jogging,-,30s,(including,gravity).
#subject,id:,5,-0.5650316,-,jogging,-,30s,(including,gravity).
#first,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#last,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#age:,36,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#height(cm):,160,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#weight(kg):,50,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#gender:,female,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
"902604096000,","-2.5187001,","13.838486,",4.5394063,-,jogging,-,30s,(including,gravity).
"902619204000,","-0.39264908,","10.898406,",1.5035586,-,jogging,-,30s,(including,gravity).
"902628828000,","0.46926352,","9.433155,",0.33518824,-,jogging,-,30s,(including,gravity).
"902639719000,","1.1013328,","7.8912888,",-0.60333884,-,jogging,-,30s,(including,gravity).
"902653449000,","1.3120226,","6.5984197,",-1.5131354,-,jogging,-,30s,(including,gravity).
"902662998000,","1.3503298,","5.2002063,",-2.3175871,-,jogging,-,30s,(including,gravity).
"902674056000,","1.3120226,","3.6583402,",-2.815581,-,jogging,-,30s,(including,gravity).
"902685389000,","1.3120226,","2.1164744,",-3.074155,-,jogging,-,30s,(including,gravity).
"902696714000,","1.4556746,","-0.4405331,",-2.7581203,-,jogging,-,30s,(including,gravity).
"902707371000,","1.5897499,","-0.9959879,",-2.3942018,-,jogging,-,30s,(including,gravity).
"902719925000,","1.5897499,","-1.0055647,",-1.9728222,-,jogging,-,30s,(including,gravity).
"902733701000,","1.5035586,","-0.50757074,",-1.5035586,-,jogging,-,30s,(including,gravity).
"902744760000,","1.3982137,","0.7757214,",-0.7182605,-,jogging,-,30s,(including,gravity).
"902754861000,","0.90021986,","1.3024458,",-0.39264908,-,jogging,-,30s,(including,gravity).
"902769084000,","0.93852705,","1.7142484,",-0.15322891,-,jogging,-,30s,(including,gravity).
"902778713000,","1.3982137,","2.087744,",0.30645782,-,jogging,-,30s,(including,gravity).
"902789806000,","1.7812861,","2.5953147,",0.9959879,-,jogging,-,30s,(including,gravity).
"902802134000,","1.733402,","2.930503,",1.8004397,-,jogging,-,30s,(including,gravity).
"902816068000,","1.4460979,","3.0550013,",2.7485435,-,jogging,-,30s,(including,gravity).
"902830777000,","1.484405,","3.7062242,",-1.1587936,-,jogging,-,30s,(including,gravity).
"902844017000,","-0.2873042,","6.196194,",-4.4436383,-,jogging,-,30s,(including,gravity).
"902855602000,","2.9496565,","8.734048,",-2.4612393,-,jogging,-,30s,(including,gravity).
"902864756000,","4.6351743,","12.737153,",-1.2641385,-,jogging,-,30s,(including,gravity).
"902874618000,","4.0318356,","16.136919,",-3.1603463,-,jogging,-,30s,(including,gravity).
"902884719000,","1.0534488,","17.84159,",-0.9768343,-,jogging,-,30s,(including,gravity).
"902894770000,","-4.759673,","18.693928,",4.951209,-,jogging,-,30s,(including,gravity).
"902905003000,","-9.844957,","19.115307,",2.4516625,-,jogging,-,30s,(including,gravity).
"902916982000,","-9.634268,","17.51598,",4.10845,-,jogging,-,30s,(including,gravity).
"902926247000,","-8.791509,","15.945383,",5.813122,-,jogging,-,30s,(including,gravity).
"902937917000,","-8.169016,","15.600618,",6.4164605,-,jogging,-,30s,(including,gravity).
"902946993000,","-7.1826053,","16.912642,",6.588843,-,jogging,-,30s,(including,gravity).
"902962747000,","-5.7365074,","18.885464,",5.583278,-,jogging,-,30s,(including,gravity).
"902975800000,","-5.1906295,","19.211075,",5.401319,-,jogging,-,30s,(including,gravity).
"902986655000,","-4.2999864,","19.37388,",5.305551,-,jogging,-,30s,(including,gravity).
"902997061000,","-3.217807,","18.818426,",5.2959743,-,jogging,-,30s,(including,gravity).
"903006730000,","-2.336741,","16.836027,",5.1235914,-,jogging,-,30s,(including,gravity).
"903018197000,","-1.6567876,","14.662091,",4.223372,-,jogging,-,30s,(including,gravity).
"903027662000,","-0.8810662,","12.698846,",3.217807,-,jogging,-,30s,(including,gravity).
"903038838000,","-0.12449849,","10.649409,",2.3463178,-,jogging,-,30s,(including,gravity).
"903047879000,","0.48841715,","8.293514,",0.9672575,-,jogging,-,30s,(including,gravity).
"903060963000,","1.3982137,","3.5625722,",-0.31603462,-,jogging,-,30s,(including,gravity).
"903070409000,","1.5131354,","1.7046716,",-0.4213795,-,jogging,-,30s,(including,gravity).
"903080706000,","1.283292,","0.5267244,",-1.1683705,-,jogging,-,30s,(including,gravity).
"903093384000,","0.5267244,","0.11492168,",-1.9728222,-,jogging,-,30s,(including,gravity).
"903103406000,","-0.20111294,","0.25857377,",-2.231396,-,jogging,-,30s,(including,gravity).
"903113329000,","-0.5363012,","0.641646,",-1.6280571,-,jogging,-,30s,(including,gravity).
"903123824000,","-0.6895301,","1.0630256,",-0.62249243,-,jogging,-,30s,(including,gravity).
"903136718000,","-0.8331822,","1.4939818,",0.22026655,-,jogging,-,30s,(including,gravity).
"903147416000,","-0.8619126,","1.9728222,",0.6607997,-,jogging,-,30s,(including,gravity).
"903157005000,","-0.79487497,","2.2026656,",1.1492168,-,jogging,-,30s,(including,gravity).
"903169189000,","-0.5267244,","2.0207062,",1.9536686,-,jogging,-,30s,(including,gravity).
"903179198000,","-0.5363012,","1.8387469,",1.733402,-,jogging,-,30s,(including,gravity).
"903189373000,","-1.0821792,","1.8100165,",0.82360536,-,jogging,-,30s,(including,gravity).
"903202036000,","-2.2409728,","2.2409728,",-0.7086837,-,jogging,-,30s,(including,gravity).
"903211667000,","-2.9017725,","2.7485435,",-1.9057846,-,jogging,-,30s,(including,gravity).
"903222302000,","-2.7581203,","4.213795,",-2.1930888,-,jogging,-,30s,(including,gravity).
"903232182000,","-2.6431987,","7.201759,",-2.3942018,-,jogging,-,30s,(including,gravity).
"903244257000,","-3.4380736,","12.411542,",-2.078167,-,jogging,-,30s,(including,gravity).
"903253959000,","-4.7788267,","15.974113,",-2.2505496,-,jogging,-,30s,(including,gravity).
"903264207000,","-4.711789,","17.7554,",-5.6407394,-,jogging,-,30s,(including,gravity).
"903277386000,","2.72939,","19.096153,",-0.90979666,-,jogging,-,30s,(including,gravity).
"903288879000,","4.548983,","19.31642,",0.6799533,-,jogging,-,30s,(including,gravity).
"903302718000,","4.3382936,","19.431341,",0.7278373,-,jogging,-,30s,(including,gravity).
"903312956000,","3.083732,","19.488802,",1.9632454,-,jogging,-,30s,(including,gravity).
"903322981000,","1.532289,","19.517532,",3.4476504,-,jogging,-,30s,(including,gravity).
"903335531000,","-2.1260512,","19.536686,",6.14831,-,jogging,-,30s,(including,gravity).
"903345603000,","-4.223372,","19.536686,",6.9623384,-,jogging,-,30s,(including,gravity).
"903357674000,","-5.985504,","18.780119,",5.5737014,-,jogging,-,30s,(including,gravity).
"903369888000,","-6.2823853,","16.730682,",2.9017725,-,jogging,-,30s,(including,gravity).
"903384289000,","-5.410896,","13.522451,",0.61291564,-,jogging,-,30s,(including,gravity).
"903394026000,","-4.0318356,","10.342952,",-1.0151415,-,jogging,-,30s,(including,gravity).
"903404746000,","-2.930503,","7.4603324,",-3.2082303,-,jogging,-,30s,(including,gravity).
"903414264000,","-1.9536686,","3.371036,",-3.8881836,-,jogging,-,30s,(including,gravity).
"903428072000,","-1.7621324,","2.1739352,",-4.2904096,-,jogging,-,30s,(including,gravity).
"903438964000,","-1.388637,","1.0630256,",-4.3957543,-,jogging,-,30s,(including,gravity).
"903452301000,","-1.1204864,","0.16280572,",-3.9073372,-,jogging,-,30s,(including,gravity).
"903462477000,","-0.81402856,","-0.30645782,",-3.6966474,-,jogging,-,30s,(including,gravity).
"903472902000,","-0.4213795,","-0.59376204,",-3.3039982,-,jogging,-,30s,(including,gravity).
"903485124000,","1.1204864,","-1.0726024,",-1.4556746,-,jogging,-,30s,(including,gravity).
"903495715000,","1.685518,","-1.091756,",-0.58418524,-,jogging,-,30s,(including,gravity).
"903507367000,","2.0590134,","-0.89064306,",0.076614454,-,jogging,-,30s,(including,gravity).
"903519055000,","2.2026656,","-0.5746084,",0.8619126,-,jogging,-,30s,(including,gravity).
"903529076000,","1.9057846,","-0.1436521,",0.91937345,-,jogging,-,30s,(including,gravity).
"903539125000,","1.4077905,","0.038307227,",0.641646,-,jogging,-,30s,(including,gravity).
"903550939000,","0.9672575,","0.35434186,",0.62249243,-,jogging,-,30s,(including,gravity).
"903560568000,","0.08619126,","1.3311762,",1.484405,-,jogging,-,30s,(including,gravity).
"903572092000,","-2.0207062,","2.480393,",3.169923,-,jogging,-,30s,(including,gravity).
"903584380000,","-6.5696893,","3.5817258,",-0.05746084,-,jogging,-,30s,(including,gravity).
"903594489000,","-6.9048777,","4.7979803,",-2.2697031,-,jogging,-,30s,(including,gravity).
"903607754000,","-3.4859576,","6.540959,",-5.583278,-,jogging,-,30s,(including,gravity).
"903618160000,","3.265691,","12.0571995,",-6.646304,-,jogging,-,30s,(including,gravity).
"903628630000,","5.841852,","15.801731,",-4.1371803,-,jogging,-,30s,(including,gravity).
"903639105000,","4.098873,","17.669209,",-5.401319,-,jogging,-,30s,(including,gravity).
"903651193000,","0.40222588,","18.607735,",-3.8115692,-,jogging,-,30s,(including,gravity).
"903660505000,","-3.3518825,","19.306843,",-2.5570073,-,jogging,-,30s,(including,gravity).
"903673216000,","-2.9496565,","19.421764,",-1.1683705,-,jogging,-,30s,(including,gravity).
"903685278000,","-2.777274,","19.479225,",0.46926352,-,jogging,-,30s,(including,gravity).
"903697128000,","-3.1411927,","19.507956,",2.030283,-,jogging,-,30s,(including,gravity).
"903708114000,","-3.9264908,","19.52711,",2.8060043,-,jogging,-,30s,(including,gravity).
"903719391000,","-3.5242648,","19.536686,",1.4077905,-,jogging,-,30s,(including,gravity).
"903730220000,","-2.8921957,","19.306843,",1.1492168,-,jogging,-,30s,(including,gravity).
"903741015000,","-2.384625,","18.540697,",0.93852705,-,jogging,-,30s,(including,gravity).
"903752506000,","-2.030283,","17.48725,",0.4405331,-,jogging,-,30s,(including,gravity).
"903763336000,","-2.0111294,","15.907076,",-0.1436521,-,jogging,-,30s,(including,gravity).
"903773869000,","-1.6663644,","14.250289,",-0.5554548,-,jogging,-,30s,(including,gravity).
"903786960000,","-0.9672575,","12.516887,",-0.4405331,-,jogging,-,30s,(including,gravity).
"903797073000,","-0.16280572,","10.91756,",-0.02873042,-,jogging,-,30s,(including,gravity).
"903807417000,","0.78529817,","9.442732,",0.35434186,-,jogging,-,30s,(including,gravity).
"903818664000,","0.79487497,","6.7708025,",1.0342951,-,jogging,-,30s,(including,gravity).
"903828471000,","0.24899697,","5.0757074,",0.9768343,-,jogging,-,30s,(including,gravity).
"903838366000,","-0.16280572,","3.2752678,",0.8619126,-,jogging,-,30s,(including,gravity).
"903848420000,","-0.29688102,","1.7142484,",1.0630256,-,jogging,-,30s,(including,gravity).
"903858640000,","-0.37349546,","0.7374141,",1.2162545,-,jogging,-,30s,(including,gravity).
"903869756000,","-0.5267244,","0.20111294,",1.6567876,-,jogging,-,30s,(including,gravity).
"903884128000,","-0.48841715,","-0.22984336,",1.8387469,-,jogging,-,30s,(including,gravity).
"903894214000,","-0.7086837,","-0.6607997,",1.5705963,-,jogging,-,30s,(including,gravity).
"903904128000,","-1.484405,","-1.1204864,",1.0342951,-,jogging,-,30s,(including,gravity).
"903917931000,","-2.6144683,","-1.2641385,",-0.45010993,-,jogging,-,30s,(including,gravity).
"903928587000,","-2.4516625,","-0.45968673,",-1.1109096,-,jogging,-,30s,(including,gravity).
"903938396000,","-1.2737153,","0.8619126,",-1.2354081,-,jogging,-,30s,(including,gravity).
"903948080000,","1.0247183,","2.1930888,",-1.8770541,-,jogging,-,30s,(including,gravity).
"903962426000,","3.2848446,","3.41892,",-2.7581203,-,jogging,-,30s,(including,gravity).
"903973072000,","4.8745947,","5.0661306,",-2.3080103,-,jogging,-,30s,(including,gravity).
"903985418000,","6.4164605,","12.124237,",0.047884032,-,jogging,-,30s,(including,gravity).
"903994992000,","6.215348,","15.8304615,",2.6048915,-,jogging,-,30s,(including,gravity).
"904006038000,","5.0182467,","17.688362,",1.8483237,-,jogging,-,30s,(including,gravity).
"904018863000,","1.3694834,","18.617311,",4.903325,-,jogging,-,30s,(including,gravity).
"904028477000,","-2.6048915,","19.077,",5.544971,-,jogging,-,30s,(including,gravity).
"904039276000,","-4.0797195,","18.703505,",4.9799395,-,jogging,-,30s,(including,gravity).
"904052496000,","-3.2752678,","18.224663,",4.5777135,-,jogging,-,30s,(including,gravity).
"904062668000,","-1.2641385,","18.406622,",5.0757074,-,jogging,-,30s,(including,gravity).
"904073948000,","1.6089035,","19.258959,",7.240066,-,jogging,-,30s,(including,gravity).
"904087230000,","1.2354081,","19.40261,",8.255207,-,jogging,-,30s,(including,gravity).
"904097941000,","-0.05746084,","19.469648,",8.801085,-,jogging,-,30s,(including,gravity).
"904108193000,","-1.2545617,","18.741812,",8.628703,-,jogging,-,30s,(including,gravity).
"904118322000,","-1.9440918,","17.123331,",7.9870567,-,jogging,-,30s,(including,gravity).
"904128157000,","-1.8004397,","15.035586,",7.335834,-,jogging,-,30s,(including,gravity).
"904139878000,","-1.8770541,","11.789049,",5.813122,-,jogging,-,30s,(including,gravity).
"904153960000,","-2.336741,","6.2345014,",2.7964275,-,jogging,-,30s,(including,gravity).
"904163483000,","-1.7908629,","4.5394063,",1.436521,-,jogging,-,30s,(including,gravity).
"904174138000,","-1.2641385,","2.8060043,",0.45010993,-,jogging,-,30s,(including,gravity).
"904185378000,","-0.7182605,","1.0821792,",-0.29688102,-,jogging,-,30s,(including,gravity).
"904197006000,","-0.076614454,","-0.1340753,",-1.0630256,-,jogging,-,30s,(including,gravity).
"904208006000,","0.8331822,","-1.7046716,",-0.90979666,-,jogging,-,30s,(including,gravity).
"904220004000,","1.7142484,","-2.7485435,",-0.545878,-,jogging,-,30s,(including,gravity).
"904230592000,","2.0685902,","-3.1124623,",0.18195933,-,jogging,-,30s,(including,gravity).
"904242376000,","1.091756,","-2.0111294,",1.3790601,-,jogging,-,30s,(including,gravity).
"904253541000,","0.22026655,","-1.4460979,",1.1971009,-,jogging,-,30s,(including,gravity).
"904263035000,","-0.5363012,","-0.641646,",0.90979666,-,jogging,-,30s,(including,gravity).
"904273556000,","-0.92895025,","0.34476504,",0.9864111,-,jogging,-,30s,(including,gravity).
"904284548000,","-1.5610195,","0.7182605,",0.80445176,-,jogging,-,30s,(including,gravity).
"904294199000,","-2.2888567,","0.63206923,",1.3120226,-,jogging,-,30s,(including,gravity).
"904304640000,","-2.7964275,","1.0821792,",1.3599066,-,jogging,-,30s,(including,gravity).
"904314898000,","-2.72939,","2.1739352,",1.388637,-,jogging,-,30s,(including,gravity).
"904328783000,","-1.5897499,","3.6487634,",0.4213795,-,jogging,-,30s,(including,gravity).
"904339426000,","0.11492168,","5.5258174,",-0.8714894,-,jogging,-,30s,(including,gravity).
"904351711000,","3.514688,","13.503298,",-0.49799395,-,jogging,-,30s,(including,gravity).
"904362015000,","6.799533,","16.51999,",-1.1492168,-,jogging,-,30s,(including,gravity).
"904376717000,","6.991069,","18.033127,",-1.3790601,-,jogging,-,30s,(including,gravity).
"904385575000,","3.8881836,","18.789696,",-0.4213795,-,jogging,-,30s,(including,gravity).
"904395769000,","-0.25857377,","14.4130945,",-0.81402856,-,jogging,-,30s,(including,gravity).
"904405769000,","-2.5953147,","10.658986,",0.35434186,-,jogging,-,30s,(including,gravity).
"904416684000,","-2.777274,","9.653421,",0.9768343,-,jogging,-,30s,(including,gravity).
"904426268000,","-1.8387469,","10.783484,",1.484405,-,jogging,-,30s,(including,gravity).
"904436574000,","-0.7757214,","12.976573,",1.2258313,-,jogging,-,30s,(including,gravity).
"904446411000,","0.45010993,","16.261417,",1.5993267,-,jogging,-,30s,(including,gravity).
"904457162000,","0.45968673,","17.899052,",2.030283,-,jogging,-,30s,(including,gravity).
"904468300000,","-2.815581,","19.13446,",1.0055647,-,jogging,-,30s,(including,gravity).
"904478122000,","-4.76925,","18.004396,",0.60333884,-,jogging,-,30s,(including,gravity).
"904487838000,","-5.056554,","16.673222,",1.5227122,-,jogging,-,30s,(including,gravity).
"904497805000,","-3.6966474,","15.47612,",2.6240451,-,jogging,-,30s,(including,gravity).
"904511764000,","-1.6567876,","13.790602,",3.0262709,-,jogging,-,30s,(including,gravity).
"904522059000,","0.49799395,","11.827356,",2.7006595,-,jogging,-,30s,(including,gravity).
"904533183000,","2.336741,","9.80665,",2.1260512,-,jogging,-,30s,(including,gravity).
"904542877000,","3.4380736,","7.9487495,",1.7717092,-,jogging,-,30s,(including,gravity).
"904552980000,","3.6870706,","6.4164605,",1.8770541,-,jogging,-,30s,(including,gravity).
"904563576000,","3.1794999,","5.363012,",2.0685902,-,jogging,-,30s,(including,gravity).
"904573384000,","2.0494366,","4.759673,",1.9440918,-,jogging,-,30s,(including,gravity).
"904583910000,","0.46926352,","4.6255975,",1.5993267,-,jogging,-,30s,(including,gravity).
"904594546000,","-0.8714894,","4.501099,",1.292869,-,jogging,-,30s,(including,gravity).
"904606058000,","-2.7389667,","3.2848446,",0.89064306,-,jogging,-,30s,(including,gravity).
"904618224000,","-3.3997664,","2.1164744,",0.89064306,-,jogging,-,30s,(including,gravity).
"904628719000,","-3.8307228,","0.7565677,",0.7469909,-,jogging,-,30s,(including,gravity).
"904638723000,","-4.003105,","-0.38307226,",0.51714754,-,jogging,-,30s,(including,gravity).
"904648659000,","-3.7349546,","-1.043872,",0.45010993,-,jogging,-,30s,(including,gravity).
"904660232000,","-2.9783869,","-0.91937345,",0.8523358,-,jogging,-,30s,(including,gravity).
"904672051000,","-1.7621324,","-0.32561144,",1.4939818,-,jogging,-,30s,(including,gravity).
"904681661000,","-0.5267244,","0.45968673,",1.8483237,-,jogging,-,30s,(including,gravity).
"904692539000,","0.1340753,","1.2641385,",1.3215994,-,jogging,-,30s,(including,gravity).
"904703444000,","0.41180268,","2.4037786,",-0.17238252,-,jogging,-,30s,(including,gravity).
"904713359000,","1.1013328,","6.167464,",-2.2505496,-,jogging,-,30s,(including,gravity).
"904724294000,","3.5434184,","9.308656,",-2.7006595,-,jogging,-,30s,(including,gravity).
"904735514000,","5.00867,","14.422671,",-1.8579005,-,jogging,-,30s,(including,gravity).
"904747294000,","5.93762,","16.97968,",-1.4652514,-,jogging,-,30s,(including,gravity).
"904757434000,","6.5218053,","18.26297,",-4.8745947,-,jogging,-,30s,(including,gravity).
"904769965000,","5.1810527,","18.904617,",-0.37349546,-,jogging,-,30s,(including,gravity).
"904779423000,","5.2959743,","19.220652,",-0.06703765,-,jogging,-,30s,(including,gravity).
"904789683000,","4.8937483,","19.383457,",0.6607997,-,jogging,-,30s,(including,gravity).
"904801950000,","4.0892963,","19.460072,",3.7732618,-,jogging,-,30s,(including,gravity).
"904811456000,","2.825158,","19.498379,",3.6774938,-,jogging,-,30s,(including,gravity).
"904821840000,","1.5897499,","19.517532,",5.3342814,-,jogging,-,30s,(including,gravity).
"904831679000,","-0.2681506,","19.393034,",6.349423,-,jogging,-,30s,(including,gravity).
"904841847000,","-1.091756,","19.10573,",5.889736,-,jogging,-,30s,(including,gravity).
"904852529000,","-1.091756,","18.253393,",4.999093,-,jogging,-,30s,(including,gravity).
"904862364000,","-0.45010993,","16.874334,",3.916914,-,jogging,-,30s,(including,gravity).
"904872349000,","0.49799395,","14.968549,",2.9017725,-,jogging,-,30s,(including,gravity).
"904882753000,","1.3215994,","12.469003,",2.2409728,-,jogging,-,30s,(including,gravity).
"904893367000,","1.733402,","9.854534,",1.8387469,-,jogging,-,30s,(including,gravity).
"904902988000,","1.6950948,","7.2592196,",1.3024458,-,jogging,-,30s,(including,gravity).
"904912880000,","0.9672575,","4.185065,",0.50757074,-,jogging,-,30s,(including,gravity).
"904922953000,","-0.076614454,","1.043872,",-0.23942018,-,jogging,-,30s,(including,gravity).
"904934125000,","-0.8810662,","-1.436521,",-0.58418524,-,jogging,-,30s,(including,gravity).
"904943148000,","-0.9959879,","-2.3750482,",-0.63206923,-,jogging,-,30s,(including,gravity).
"904953655000,","-0.7565677,","-2.633622,",-0.49799395,-,jogging,-,30s,(including,gravity).
"904963460000,","-0.37349546,","-2.873042,",-0.1340753,-,jogging,-,30s,(including,gravity).
"904973590000,","0.22984336,","-3.0454245,",0.25857377,-,jogging,-,30s,(including,gravity).
"904985150000,","0.641646,","-2.6623523,",0.095768064,-,jogging,-,30s,(including,gravity).
"904993961000,","0.5554548,","-1.7238252,",-0.29688102,-,jogging,-,30s,(including,gravity).
"905004388000,","0.06703765,","-0.842759,",-0.51714754,-,jogging,-,30s,(including,gravity).
"905015242000,","-0.545878,","-0.20111294,",-0.36391866,-,jogging,-,30s,(including,gravity).
"905025110000,","-0.9768343,","0.4405331,",-0.19153613,-,jogging,-,30s,(including,gravity).
"905037363000,","-1.1875241,","1.0726024,",-0.08619126,-,jogging,-,30s,(including,gravity).
"905051676000,","-0.90979666,","3.9743748,",2.1260512,-,jogging,-,30s,(including,gravity).
"905062882000,","-1.7142484,","4.31914,",2.873042,-,jogging,-,30s,(including,gravity).
"905072809000,","-1.9728222,","3.9264908,",1.8004397,-,jogging,-,30s,(including,gravity).
"905084272000,","-1.7429788,","3.0933087,",-0.79487497,-,jogging,-,30s,(including,gravity).
"905093715000,","0.30645782,","4.462792,",-2.5091233,-,jogging,-,30s,(including,gravity).
"905103929000,","3.7924154,","6.991069,",-2.4708161,-,jogging,-,30s,(including,gravity).
"905114013000,","6.6846113,","13.263878,",1.4652514,-,jogging,-,30s,(including,gravity).
"905124328000,","6.291962,","16.40507,",7.795521,-,jogging,-,30s,(including,gravity).
"905134732000,","0.62249243,","17.975666,",2.4516625,-,jogging,-,30s,(including,gravity).
"905144488000,","-3.1794999,","14.068329,",2.719813,-,jogging,-,30s,(including,gravity).
"905155966000,","-4.31914,","9.653421,",1.8866309,-,jogging,-,30s,(including,gravity).
"905168776000,","-1.6950948,","9.375694,",-0.23942018,-,jogging,-,30s,(including,gravity).
"905178221000,","-0.94810385,","11.089942,",-0.05746084,-,jogging,-,30s,(including,gravity).
"905189178000,","-0.89064306,","13.22557,",0.58418524,-,jogging,-,30s,(including,gravity).
"905198692000,","-0.49799395,","16.002844,",1.2162545,-,jogging,-,30s,(including,gravity).
"905223326000,","-0.91937345,","18.65562,",2.7964275,-,jogging,-,30s,(including,gravity).
"905235639000,","-3.5625722,","19.077,",2.7581203,-,jogging,-,30s,(including,gravity).
"905246532000,","-6.493075,","16.749836,",2.8538885,-,jogging,-,30s,(including,gravity).
"905257521000,","-6.5696893,","15.591042,",2.9975405,-,jogging,-,30s,(including,gravity).
"905269207000,","-5.4204726,","14.834474,",2.815581,-,jogging,-,30s,(including,gravity).
"905278339000,","-2.7868507,","14.403518,",3.169923,-,jogging,-,30s,(including,gravity).
"905289538000,","-0.05746084,","14.4130945,",3.5817258,-,jogging,-,30s,(including,gravity).
"905303307000,","1.9057846,","14.441825,",3.7732618,-,jogging,-,30s,(including,gravity).
"905313118000,","2.528277,","13.67568,",3.3518825,-,jogging,-,30s,(including,gravity).
"905329143000,","1.0342951,","10.1226845,",2.4995465,-,jogging,-,30s,(including,gravity).
"905340194000,","0.4405331,","8.408437,",2.8443117,-,jogging,-,30s,(including,gravity).
"905352459000,","0.29688102,","6.4547677,",3.0071173,-,jogging,-,30s,(including,gravity).
"905363001000,","0.12449849,","2.3175871,",1.388637,-,jogging,-,30s,(including,gravity).
"905372997000,","-0.7374141,","1.0247183,",0.17238252,-,jogging,-,30s,(including,gravity).
"905385264000,","-1.3694834,","0.23942018,",-0.7661445,-,jogging,-,30s,(including,gravity).
"905396790000,","-1.934515,","-0.38307226,",-1.1779473,-,jogging,-,30s,(including,gravity).
"905407788000,","-2.27928,","-0.90021986,",-0.6607997,-,jogging,-,30s,(including,gravity).
"905420610000,","-2.480393,","-1.1875241,",0.18195933,-,jogging,-,30s,(including,gravity).
"905435206000,","-1.8195933,","-0.5363012,",1.6089035,-,jogging,-,30s,(including,gravity).
"905445730000,","-0.8714894,","0.40222588,",1.8962077,-,jogging,-,30s,(including,gravity).
"905458506000,","0.37349546,","1.3120226,",1.9057846,-,jogging,-,30s,(including,gravity).
"905468455000,","1.1971009,","2.1260512,",0.8714894,-,jogging,-,30s,(including,gravity).
"905478506000,","1.4748282,","3.4284968,",-0.8810662,-,jogging,-,30s,(including,gravity).
"905488785000,","2.1643584,","5.90889,",-2.4133554,-,jogging,-,30s,(including,gravity).
"905498456000,","3.4284968,","9.931149,",-2.3175871,-,jogging,-,30s,(including,gravity).
"905512348000,","2.4037786,","17.142485,",-0.31603462,-,jogging,-,30s,(including,gravity).
"905523242000,","2.4516625,","18.339584,",-4.8267107,-,jogging,-,30s,(including,gravity).
"905535256000,","2.8921957,","18.942924,",-2.834735,-,jogging,-,30s,(including,gravity).
"905545240000,","3.6008794,","17.985243,",-0.5650316,-,jogging,-,30s,(including,gravity).
"905557092000,","4.1276035,","18.760965,",1.091756,-,jogging,-,30s,(including,gravity).
"905569072000,","3.5338416,","19.153614,",1.9057846,-,jogging,-,30s,(including,gravity).
"905579181000,","2.135628,","19.34515,",2.767697,-,jogging,-,30s,(including,gravity).
"905589200000,","0.5267244,","19.440918,",3.9360676,-,jogging,-,30s,(including,gravity).
"905601687000,","-0.641646,","19.354727,",4.8458643,-,jogging,-,30s,(including,gravity).
"905612836000,","-0.9959879,","17.621325,",5.9184666,-,jogging,-,30s,(including,gravity).
"905623563000,","-0.81402856,","16.357185,",5.755661,-,jogging,-,30s,(including,gravity).
"905635879000,","-0.5554548,","14.882358,",4.4915223,-,jogging,-,30s,(including,gravity).
"905646753000,","-0.08619126,","13.177686,",3.1507695,-,jogging,-,30s,(including,gravity).
"905658155000,","0.51714754,","11.36767,",2.3942018,-,jogging,-,30s,(including,gravity).
"905668427000,","0.89064306,","9.241618,",2.030283,-,jogging,-,30s,(including,gravity).
"905678036000,","0.8714894,","4.146757,",1.1683705,-,jogging,-,30s,(including,gravity).
"905688617000,","0.5554548,","1.5897499,",0.545878,-,jogging,-,30s,(including,gravity).
"905698183000,","0.20111294,","-0.12449849,",0.05746084,-,jogging,-,30s,(including,gravity).
"905708786000,","0.06703765,","-1.0726024,",-0.25857377,-,jogging,-,30s,(including,gravity).
"905719021000,","0.32561144,","-1.7046716,",-0.4309563,-,jogging,-,30s,(including,gravity).
"905729974000,","0.7469909,","-2.1260512,",-0.36391866,-,jogging,-,30s,(including,gravity).
"905740704000,","1.2258313,","-2.2122424,",-0.20111294,-,jogging,-,30s,(including,gravity).
"905752527000,","1.5035586,","-1.7717092,",0.019153614,-,jogging,-,30s,(including,gravity).
"905763099000,","1.2162545,","-1.1779473,",0.22984336,-,jogging,-,30s,(including,gravity).
"905773493000,","0.36391866,","-0.7565677,",0.41180268,-,jogging,-,30s,(including,gravity).
"905785837000,","-0.82360536,","-0.59376204,",0.81402856,-,jogging,-,30s,(including,gravity).
"905797724000,","-1.2737153,","1.283292,",1.982399,-,jogging,-,30s,(including,gravity).
"905812480000,","-1.436521,","2.566584,",3.2944214,-,jogging,-,30s,(including,gravity).
"905823893000,","-1.7142484,","3.2944214,",2.777274,-,jogging,-,30s,(including,gravity).
"905837506000,","1.0342951,","4.999093,",-2.231396,-,jogging,-,30s,(including,gravity).
"905848015000,","4.414908,","9.126697,",-1.4269443,-,jogging,-,30s,(including,gravity).
